"","convicted","catholic","female","age","educ","foreignborn"
"927",0,0,0,70,20,0
"928",0,0,0,58,16,0
"929",0,0,0,34,15,0
"930",0,0,0,84,10,0
"931",0,0,0,33,14,0
"932",0,0,1,26,14,0
"933",1,0,1,47,10,0
"934",0,0,0,46,12,0
"935",0,0,1,46,10,0
"936",0,1,0,23,15,0
"937",0,0,0,24,16,0
"938",0,0,1,63,12,0
"939",0,0,1,67,17,0
"940",0,0,1,28,19,0
"941",0,0,1,30,16,0
"942",0,0,0,19,11,0
"943",1,1,1,42,12,0
"944",0,1,0,57,14,0
"945",0,0,0,64,18,0
"946",0,0,0,63,14,0
"947",0,0,1,22,14,0
"948",0,1,0,28,12,0
"949",0,0,0,28,8,1
"950",0,0,1,37,16,0
"951",0,1,1,37,14,0
"952",0,0,1,28,11,0
"953",0,0,1,60,12,0
"954",0,0,0,31,12,0
"955",0,0,1,57,12,0
"956",0,0,0,30,20,0
"957",0,0,1,51,16,0
"958",0,1,1,31,18,0
"959",0,0,1,56,12,0
"960",0,0,0,49,14,0
"961",0,0,1,19,12,0
"962",0,0,0,48,12,0
"963",0,0,1,33,17,0
"964",0,0,1,31,12,0
"965",1,0,0,35,12,0
"966",0,0,1,42,9,0
"967",0,1,1,30,14,0
"968",0,0,1,52,15,0
"969",0,0,1,54,12,0
"970",0,0,1,30,16,0
"971",0,1,1,40,17,0
"972",0,0,0,67,18,0
"973",0,0,1,66,12,0
"974",0,0,1,57,12,0
"975",0,0,0,42,11,0
"976",1,0,0,32,16,0
"977",0,0,1,20,12,0
"978",0,0,0,61,15,0
"979",0,1,0,23,10,0
"980",1,0,0,33,9,0
"981",0,1,1,59,12,0
"982",0,0,0,62,17,0
"983",0,0,1,65,12,0
"984",0,0,0,30,16,0
"985",0,0,1,32,14,0
"986",0,0,1,40,12,0
"987",0,0,1,25,16,1
"988",0,0,0,53,20,0
"989",0,0,1,26,16,0
"990",0,0,0,33,14,1
"991",0,0,1,40,12,0
"992",0,0,0,32,20,1
"993",1,0,0,52,10,0
"994",0,0,1,50,12,0
"995",0,0,1,73,14,0
"996",0,0,1,53,16,0
"997",0,0,1,72,14,0
"998",0,1,0,66,16,1
"999",0,0,1,63,14,0
"1000",0,0,1,26,16,0
"1001",0,1,0,43,6,1
"1002",0,0,0,56,13,0
"1003",0,0,1,69,14,0
"1004",0,0,1,27,14,0
"1005",0,0,1,43,16,0
"1006",0,0,1,82,10,0
"1007",0,0,1,53,12,0
"1008",0,0,1,39,15,0
"1009",0,1,1,51,18,0
"1010",0,0,1,43,16,0
"1011",0,0,1,38,13,0
"1012",0,0,1,41,11,0
"1013",0,0,1,68,16,0
"1014",0,1,1,23,13,0
"1015",0,0,0,77,12,0
"1016",0,0,1,30,17,1
"1017",0,0,0,27,11,1
"1018",1,0,0,49,8,0
"1019",0,0,0,36,14,0
"1020",0,0,0,67,8,0
"1021",0,0,1,43,11,0
"1022",0,0,1,58,12,0
"1023",0,0,1,35,14,0
"1024",0,0,1,27,14,0
"1025",0,0,1,32,12,0
"1026",0,0,1,40,12,0
"1027",0,0,1,54,12,0
"1028",0,0,1,73,14,0
"1029",0,0,1,23,12,0
"1030",0,0,0,21,12,0
"1031",0,0,0,20,15,0
"1032",1,0,1,47,13,0
"1033",0,0,0,62,16,0
"1034",0,0,0,31,15,0
"1035",1,0,1,52,16,0
"1036",0,1,1,83,16,0
"1037",0,0,0,56,12,0
"1038",0,0,0,30,12,0
"1039",0,1,1,61,12,0
"1040",0,1,1,75,18,0
"1041",0,0,0,73,14,0
"1042",0,0,0,68,14,0
"1043",0,0,0,69,16,0
"1044",0,0,1,52,15,0
"1045",0,0,1,57,11,0
"1046",0,0,1,63,16,0
"1047",1,0,0,29,12,0
"1048",1,0,1,19,10,0
"1049",1,0,0,30,10,0
"1050",1,0,1,38,12,0
"1051",0,0,0,28,12,0
"1052",0,0,0,56,16,0
"1053",0,1,0,24,16,1
"1054",0,0,1,58,14,0
"1055",0,0,0,28,16,0
"1056",0,0,1,55,12,0
"1057",0,0,1,41,14,0
"1058",0,0,0,29,14,0
"1059",0,0,1,65,12,0
"1060",0,1,1,64,13,0
"1061",0,0,1,41,14,0
"1062",0,0,0,39,8,0
"1063",0,0,0,29,13,0
"1064",1,0,1,47,14,0
"1065",0,0,1,44,12,0
"1066",0,0,1,24,12,0
"1067",0,0,1,33,13,0
"1068",0,0,1,60,15,0
"1069",0,1,0,60,14,0
"1070",0,0,0,53,16,0
"1071",0,0,0,19,8,0
"1072",0,0,1,46,12,0
"1073",0,0,1,37,14,0
"1074",1,0,1,35,16,0
"1075",0,0,1,60,14,0
"1076",1,0,1,46,12,0
"1077",0,0,0,26,8,0
"1078",0,0,0,31,16,0
"1079",0,0,1,67,14,0
"1080",0,0,1,67,17,0
"1081",0,1,0,88,15,0
"1082",0,0,1,40,18,0
"1083",0,0,1,70,16,0
"1084",0,0,1,44,9,0
"1085",0,0,0,65,12,0
"1086",0,0,0,63,17,0
"1087",0,0,1,23,12,0
"1088",0,0,1,71,12,0
"1089",0,0,1,52,14,1
"1090",0,1,1,77,12,1
"1091",0,0,1,63,15,0
"1092",0,0,0,42,12,0
"1093",0,1,1,52,16,1
"1094",0,0,1,70,16,0
"1095",0,0,0,84,16,0
"1096",0,0,0,30,12,0
"1097",1,0,0,59,11,0
"1098",0,0,1,61,12,0
"1099",1,0,0,37,12,0
"1100",0,0,1,41,12,0
"1101",0,0,1,55,12,0
"1102",0,0,1,31,14,0
"1103",0,0,0,21,10,0
"1104",1,0,1,28,12,0
"1105",0,0,0,35,16,0
"1106",0,0,0,52,16,0
"1107",0,0,0,63,20,1
"1108",0,0,1,46,12,0
"1109",1,0,0,64,14,0
"1110",0,0,1,29,13,0
"1111",0,0,1,41,19,0
"1112",0,0,1,60,16,0
"1113",1,0,0,38,8,0
"1114",0,0,1,81,10,0
"1115",1,0,0,52,12,0
"1116",0,0,1,62,12,0
"1117",0,0,0,46,15,0
"1118",1,0,0,27,12,0
"1119",1,0,0,43,16,0
"1120",0,0,1,48,12,0
"1121",0,0,1,37,12,0
"1122",0,1,0,55,20,1
"1123",1,0,0,19,11,0
"1124",0,0,1,59,12,0
"1125",0,0,1,37,18,0
"1126",0,0,1,37,17,0
"1127",0,0,1,47,20,0
"1128",0,0,1,77,11,0
"1129",1,0,0,21,11,0
"1130",0,0,1,59,18,0
"1131",1,0,1,28,12,0
"1132",0,0,0,57,12,0
"1133",0,0,0,37,17,1
"1134",0,0,0,37,12,0
"1135",0,0,0,63,12,0
"1136",1,0,0,22,9,0
"1137",0,0,0,45,15,0
"1138",0,1,1,82,18,0
"1139",0,0,1,59,16,1
"1140",0,0,0,41,13,0
"1141",0,0,1,47,13,0
"1142",1,0,0,52,13,0
"1143",0,0,1,24,13,0
"1144",0,0,1,72,13,0
"1145",0,0,1,52,14,0
"1146",0,0,0,54,19,0
"1147",0,0,1,61,17,0
"1148",0,0,1,37,16,0
"1149",0,0,1,65,16,0
"1150",0,0,1,33,16,0
"1151",1,0,1,64,12,0
"1152",0,0,0,52,16,0
"1153",0,0,1,71,12,0
"1154",0,0,1,19,11,0
"1155",0,0,0,60,16,0
"1156",0,1,0,60,12,0
"1157",0,0,1,25,12,0
"1158",0,1,0,51,12,0
"1159",0,0,1,66,12,0
"1160",0,1,0,68,12,0
"1161",0,0,1,37,19,0
"1162",0,0,1,87,16,0
"1163",0,0,0,26,16,0
"1164",0,1,1,76,18,1
"1165",0,1,1,47,16,0
"1166",0,0,0,52,16,0
"1167",0,0,0,68,16,1
"1168",0,0,1,53,12,0
"1169",0,0,1,60,5,0
"1170",0,0,0,30,12,0
"1171",0,0,1,34,12,0
"1172",0,1,1,65,12,0
"1173",0,1,0,57,14,0
"1174",0,0,1,65,12,0
"1175",0,0,0,73,12,0
"1176",0,0,1,50,12,0
"1177",0,1,0,44,16,0
"1178",0,0,0,74,20,0
"1179",0,0,0,19,12,0
"1180",0,1,0,69,15,0
"1181",0,0,0,62,14,0
"1182",0,0,1,28,15,0
"1183",0,0,0,44,18,0
"1184",0,0,1,66,16,0
"1185",1,0,1,29,14,0
"1186",0,0,0,75,9,0
"1187",0,0,1,47,14,0
"1188",0,0,1,86,12,0
"1189",0,0,0,55,12,0
"1190",0,0,1,76,13,0
"1191",0,1,1,84,16,0
"1192",0,1,1,80,14,0
"1193",0,0,0,63,13,0
"1194",0,0,1,42,18,0
"1195",1,0,1,59,19,0
"1196",0,0,1,55,16,0
"1197",0,0,1,44,20,0
"1198",0,1,1,50,16,0
"1199",0,1,0,47,20,0
"1200",0,1,0,51,17,0
"1201",0,0,1,50,9,0
"1202",0,1,0,70,15,0
"1203",0,1,0,30,17,0
"1204",0,1,1,25,14,0
"1205",0,0,0,25,16,0
"1206",0,0,1,54,12,0
"1207",0,0,1,68,15,0
"1208",0,0,0,47,12,0
"1209",0,0,1,88,17,0
"1210",1,0,0,77,20,0
"1211",0,1,1,28,16,0
"1212",0,0,0,58,10,0
"1213",0,0,1,60,6,1
"1214",0,1,0,62,12,0
"1215",0,1,1,38,15,0
"1216",0,0,1,25,12,0
"1217",0,0,1,34,15,0
"1218",0,1,0,89,10,0
"1219",1,0,0,36,10,0
"1220",0,1,1,53,14,0
"1221",0,0,0,46,12,0
"1222",0,0,1,69,8,0
"1223",0,1,1,63,12,0
"1224",0,1,1,59,13,0
"1225",0,0,1,19,12,0
"1226",0,1,1,26,12,0
"1227",0,0,1,42,14,0
"1228",1,0,1,52,14,0
"1229",1,0,0,31,14,0
"1230",0,0,1,46,20,0
"1231",0,0,0,18,11,1
"1232",0,0,1,26,13,0
"1233",0,0,1,40,15,0
"1234",0,0,0,33,12,0
"1235",0,0,0,57,14,0
"1236",0,0,1,20,14,0
"1237",0,0,1,42,20,0
"1238",0,1,0,41,16,0
"1239",1,1,0,21,13,0
"1240",0,1,1,21,14,0
"1241",0,0,1,45,19,0
"1242",0,0,0,21,13,0
"1243",0,0,1,68,20,0
"1244",0,0,1,46,18,0
"1245",0,0,0,53,10,0
"1246",1,0,0,28,12,0
"1247",0,0,0,34,15,0
"1248",0,0,1,68,12,0
"1249",0,1,0,43,11,0
"1250",1,0,1,42,8,0
"1251",0,0,0,59,13,0
"1252",0,0,1,57,14,0
"1253",0,0,1,24,10,0
"1254",0,0,1,40,12,0
"1255",0,0,1,41,16,0
"1256",0,0,0,59,14,0
"1257",1,0,0,64,15,0
"1258",0,0,1,55,20,0
"1259",1,0,0,55,12,0
"1260",0,0,0,35,12,0
"1261",1,0,0,33,15,0
"1262",0,0,0,83,13,0
"1263",0,1,1,48,18,0
"1264",0,0,0,60,12,0
"1265",0,0,1,38,12,0
"1266",1,0,0,24,12,0
"1267",0,0,0,77,12,0
"1268",0,0,1,46,14,0
"1269",0,0,1,89,8,0
"1270",0,0,1,34,12,0
"1271",0,1,0,45,15,0
"1272",1,0,0,45,16,0
"1273",1,0,0,42,14,0
"1274",0,0,0,43,12,0
"1275",1,1,0,47,14,0
"1276",0,0,1,59,12,0
"1277",0,0,1,33,9,0
"1278",0,1,1,22,12,0
"1279",1,0,0,30,12,0
"1280",0,1,0,32,12,1
"1281",0,0,0,89,8,0
"1282",1,0,0,25,12,0
"1283",1,0,0,62,12,0
"1284",0,0,0,35,12,0
"1285",0,0,0,62,12,0
"1286",0,0,1,51,12,0
"1287",0,1,1,28,17,0
"1288",0,1,1,60,16,0
"1289",0,0,0,44,16,0
"1290",0,1,1,21,15,0
"1291",0,0,0,28,16,0
"1292",1,0,0,47,12,0
"1293",0,1,0,51,17,0
"1294",0,0,1,53,12,0
"1295",0,0,1,41,12,0
"1296",0,0,0,39,16,0
"1297",0,0,0,42,13,0
"1298",0,0,0,49,13,0
"1299",0,0,1,50,12,0
"1300",0,0,0,54,12,0
"1301",0,1,1,43,12,0
"1302",0,1,1,22,15,0
"1303",0,1,1,37,12,1
"1304",0,0,1,37,16,0
"1305",1,0,0,41,12,0
"1306",0,0,0,30,19,0
"1307",0,1,1,55,14,1
"1308",0,0,1,46,15,0
"1309",0,0,1,27,12,0
"1310",0,0,1,70,11,0
"1311",0,0,0,27,16,0
"1312",1,0,0,33,17,0
"1313",0,1,0,37,19,0
"1314",1,0,1,23,16,0
"1315",0,0,0,64,16,0
"1316",0,0,0,29,18,0
"1317",0,1,1,43,16,0
"1318",0,0,1,45,16,0
"1319",0,0,1,64,16,0
"1320",0,1,0,76,15,0
"1321",0,0,0,47,16,0
"1322",0,0,1,21,14,0
"1323",0,1,0,36,12,0
"1324",0,0,1,39,16,0
"1325",0,1,0,30,17,0
"1326",0,0,1,53,12,0
"1327",1,1,0,58,7,0
"1328",0,1,0,47,12,0
"1329",0,0,0,34,17,0
"1330",0,0,1,58,10,0
"1331",1,0,0,64,10,0
"1332",0,0,0,30,11,0
"1333",0,0,1,52,12,0
"1334",0,0,0,72,12,0
"1335",0,0,0,51,14,0
"1336",0,0,0,39,20,0
"1337",0,0,1,49,12,0
"1338",0,0,1,22,15,0
"1339",1,0,0,51,9,0
"1340",0,1,0,33,12,0
"1341",0,0,1,69,19,0
"1342",0,0,1,48,20,1
"1343",0,0,1,28,14,0
"1344",1,0,1,66,18,0
"1345",0,0,1,55,12,0
"1346",1,0,1,45,14,0
"1347",1,0,0,51,16,0
"1348",0,1,1,55,12,0
"1349",0,0,0,39,11,0
"1350",0,1,1,53,14,0
"1351",0,0,0,67,12,0
"1352",0,1,1,37,11,0
"1353",0,0,1,20,13,0
"1354",0,1,0,23,17,0
"1355",0,0,1,64,14,0
"1356",0,1,1,56,12,0
"1357",0,0,0,59,8,0
"1358",1,0,0,26,8,0
"1359",0,0,1,81,12,0
"1360",0,0,0,67,12,0
"1361",0,0,1,53,15,0
"1362",0,0,1,39,13,0
"1363",0,1,0,38,12,0
"1364",0,0,1,89,13,0
"1365",0,0,1,53,10,0
"1366",0,0,1,60,1,0
"1367",0,0,1,22,14,0
"1368",0,0,1,59,15,0
"1369",0,0,1,33,12,0
"1370",0,0,0,33,15,0
"1371",0,0,1,34,11,0
"1372",0,1,1,55,8,1
"1373",0,1,1,29,13,0
"1374",0,0,0,51,17,1
"1375",0,1,1,26,13,0
"1376",0,1,1,20,13,0
"1377",0,0,0,24,14,0
"1378",0,0,1,22,12,0
"1379",0,0,0,26,13,0
"1380",0,1,0,45,12,0
"1381",0,0,0,44,15,0
"1382",0,0,0,55,16,0
"1383",0,0,1,65,16,0
"1384",0,1,1,58,18,0
"1385",0,1,1,20,14,0
"1386",0,0,0,37,14,0
"1387",1,0,1,32,14,0
"1388",0,0,0,58,18,0
"1389",0,0,1,43,12,0
"1390",0,0,0,57,18,0
"1391",0,0,1,74,16,0
"1392",0,0,0,67,18,0
"1393",0,1,0,27,19,0
"1394",0,0,1,55,14,0
"1395",0,1,0,45,12,0
"1396",0,0,1,42,14,0
"1397",0,0,1,21,14,0
"1398",0,0,0,28,14,0
"1399",0,0,0,47,19,0
"1400",0,0,1,25,14,0
"1401",0,1,0,71,18,0
"1402",0,0,1,46,14,0
"1403",0,1,1,26,13,1
"1404",0,0,0,71,18,0
"1405",0,0,1,65,13,1
"1406",0,0,0,35,14,0
"1407",0,0,0,62,12,0
"1408",0,0,1,88,13,0
"1409",0,0,0,37,17,0
"1410",0,1,1,46,17,0
"1411",0,0,1,55,20,0
"1412",0,0,1,48,20,0
"1413",0,0,1,36,14,0
"1414",1,0,0,25,12,0
"1415",0,0,0,37,18,1
"1416",0,0,1,59,8,0
"1417",0,0,1,61,20,0
"1418",0,0,0,61,14,1
"1419",0,0,1,25,15,0
"1420",0,0,0,63,18,0
"1421",1,0,1,54,12,0
"1422",0,0,0,39,9,1
"1423",0,0,1,69,12,1
"1424",0,0,1,28,12,1
"1425",0,0,1,29,12,0
"1426",0,0,1,31,11,0
"1427",0,1,1,34,19,1
"1428",0,1,1,37,6,1
"1429",0,1,1,30,16,0
"1430",0,0,1,75,12,0
"1431",0,1,0,55,5,1
"1432",0,0,0,48,19,0
"1433",0,1,0,82,14,0
"1434",0,0,0,53,11,0
"1435",0,0,1,32,6,1
"1436",0,0,1,32,13,1
"1437",0,0,1,31,12,0
"1438",0,0,1,25,13,0
"1439",0,0,0,54,7,0
"1440",0,1,1,30,15,0
"1441",0,0,0,76,12,0
"1442",0,0,0,48,16,0
"1443",0,1,0,26,15,1
"1444",1,0,0,26,12,0
"1445",0,0,1,18,11,0
"1446",0,0,1,36,18,0
"1447",0,0,0,33,11,0
"1448",1,0,1,65,14,0
"1449",0,1,1,48,3,1
"1450",0,1,0,80,12,0
"1451",0,0,1,70,12,0
"1452",0,0,0,47,16,0
"1453",0,0,0,68,14,0
"1454",0,0,1,67,16,0
"1455",0,0,1,62,14,0
"1456",1,0,1,58,12,0
"1457",0,0,1,19,13,0
"1458",0,0,0,35,17,0
"1459",0,0,0,86,12,0
"1460",0,0,1,63,14,0
"1461",0,0,0,22,14,0
"1462",0,0,1,23,15,0
"1463",0,0,1,19,13,0
"1464",0,1,1,51,18,0
"1465",0,0,0,27,15,0
"1466",0,0,0,68,12,0
"1467",0,0,1,23,14,0
"1468",0,1,0,38,13,0
"1469",0,0,1,65,20,0
"1470",0,0,0,80,9,0
"1471",0,0,1,34,12,0
"1472",0,1,1,57,12,1
"1473",0,0,0,61,16,0
"1474",0,1,0,53,10,0
"1475",0,0,0,79,12,0
"1476",0,0,1,46,8,0
"1477",0,0,1,45,15,0
"1478",1,0,1,50,8,0
"1479",0,0,1,38,13,0
"1480",1,0,1,51,14,0
"1481",0,0,1,62,17,0
"1482",1,0,0,47,12,0
"1483",0,0,1,29,11,0
"1484",0,0,1,37,14,0
"1485",0,0,0,39,14,0
"1486",0,0,1,46,20,0
"1487",0,0,0,55,14,0
"1488",1,0,0,27,12,0
"1489",0,0,1,45,10,0
"1490",0,0,1,71,12,0
"1491",0,0,1,18,11,0
"1492",0,0,1,67,13,0
"1493",0,0,0,49,14,0
"1494",1,0,0,74,12,0
"1495",0,1,1,35,7,1
"1496",0,1,0,36,12,0
"1497",0,1,1,58,12,1
"1498",0,0,1,21,13,0
"1499",0,0,0,21,11,0
"1500",0,0,1,43,17,0
"1501",0,1,0,41,4,1
"1502",0,1,0,44,1,1
"1503",0,1,0,22,12,0
"1504",0,0,1,30,12,1
"1505",0,0,0,18,11,0
"1506",0,0,1,73,8,0
"1507",1,0,1,38,12,0
"1508",0,0,0,87,12,0
"1509",0,0,1,39,13,0
"1510",0,1,1,74,12,0
"1511",0,0,1,31,14,0
"1512",0,0,0,37,15,0
"1513",0,1,1,31,14,0
"1514",0,0,0,32,19,0
"1515",0,0,0,50,18,0
"1516",0,0,1,20,11,0
"1517",0,0,1,88,16,0
"1518",0,1,1,24,14,0
"1519",0,0,1,56,14,1
"1520",0,0,0,56,18,0
"1521",0,0,1,49,16,0
"1522",0,0,0,48,14,0
"1523",0,0,0,59,12,0
"1524",0,0,1,65,14,0
"1525",0,0,1,79,14,0
"1526",0,0,0,49,12,0
"1527",0,0,1,36,12,0
"1528",0,0,0,55,20,0
"1529",0,0,0,59,12,0
"1530",0,0,1,52,18,0
"1531",0,1,1,74,20,0
"1532",0,1,0,33,16,0
"1533",0,0,0,44,16,0
"1534",0,0,1,48,16,0
"1535",0,0,1,32,14,0
"1536",0,0,1,39,20,0
"1537",0,0,1,39,16,0
"1538",0,0,1,54,19,0
"1539",0,1,1,71,17,0
"1540",0,0,1,35,13,0
"1541",0,0,0,38,12,0
"1542",0,0,1,52,13,0
"1543",0,0,1,73,12,0
"1544",0,0,1,75,13,0
"1545",0,1,1,89,12,0
"1546",1,0,0,46,13,0
"1547",0,0,1,37,13,0
"1548",0,0,1,55,8,0
"1549",0,0,0,73,12,0
"1550",0,0,0,41,12,0
"1551",0,0,1,51,12,0
"1552",0,0,0,58,12,0
"1553",0,0,1,32,14,0
"1554",0,0,1,43,14,0
"1555",1,0,1,28,8,0
"1556",0,0,1,46,11,0
"1557",0,0,1,49,4,1
"1558",0,0,1,75,12,0
"1559",0,0,1,52,10,0
"1560",1,0,0,21,14,0
"1561",0,1,0,32,17,1
"1562",0,0,1,36,14,0
"1563",0,1,1,54,14,0
"1564",0,0,1,70,13,0
"1565",0,0,1,35,12,0
"1566",0,1,0,70,15,0
"1567",1,0,1,32,13,0
"1568",1,0,0,78,12,0
"1569",0,0,0,59,12,0
"1570",0,0,0,27,11,0
"1571",0,0,1,23,12,0
"1572",0,0,0,51,12,0
"1573",0,0,0,38,14,0
"1574",0,0,0,39,16,1
"1575",0,0,1,25,12,0
"1576",0,0,0,33,12,1
"1577",0,0,0,30,16,0
"1578",1,0,0,30,12,0
"1579",1,0,0,36,16,0
"1580",0,0,0,35,12,1
"1581",0,0,1,23,12,0
"1582",0,0,0,27,17,0
"1583",0,0,1,31,16,0
"1584",0,0,1,41,16,0
"1585",0,0,0,71,12,0
"1586",0,1,1,80,9,1
"1587",0,0,1,33,14,0
"1588",0,0,0,37,13,0
"1589",0,0,0,44,16,0
"1590",0,0,1,33,16,0
"1591",0,0,1,45,12,1
"1592",0,0,1,25,12,0
"1593",0,1,1,26,17,0
"1594",0,1,1,36,14,0
"1595",0,0,1,49,13,0
"1596",0,0,1,52,4,1
"1597",0,0,1,24,13,0
"1598",0,0,0,61,12,0
"1599",0,0,1,32,13,0
"1600",0,0,0,42,12,0
"1601",0,0,1,59,12,0
"1602",0,0,1,70,12,0
"1603",0,0,0,48,12,0
"1604",0,0,1,21,11,0
"1605",0,0,1,26,12,0
"1606",0,0,1,74,12,0
"1607",0,0,0,68,12,0
"1608",0,0,1,69,16,0
"1609",0,0,1,59,12,0
"1610",0,0,0,56,12,0
"1611",0,0,0,60,17,0
"1612",0,0,1,54,12,0
"1613",0,0,1,34,12,0
"1614",0,0,1,35,12,0
"1615",0,0,1,61,16,0
"1616",0,0,0,79,19,0
"1617",0,0,1,78,12,0
"1618",0,1,1,33,14,0
"1619",0,0,0,39,12,0
"1620",1,0,0,36,14,0
"1621",0,0,1,32,15,0
"1622",0,1,1,74,12,0
"1623",0,0,1,61,11,0
"1624",1,0,0,29,18,0
"1625",0,0,0,32,17,0
"1626",1,0,1,32,11,0
"1627",1,0,1,29,12,0
"1628",0,0,1,46,20,0
"1629",0,0,1,28,13,0
"1630",0,0,0,47,17,0
"1631",0,0,0,26,13,0
"1632",0,0,1,79,12,0
"1633",0,1,1,39,16,0
"1634",0,0,1,79,12,0
"1635",0,1,1,57,15,0
"1636",0,0,0,49,12,0
"1637",0,0,1,82,16,0
"1638",0,0,0,55,12,0
"1639",1,0,0,51,12,0
"1640",0,0,0,73,12,0
"1641",0,0,1,60,20,0
"1642",0,0,0,62,14,0
"1643",0,0,1,65,14,0
"1644",0,0,1,44,10,0
"1645",0,0,1,20,11,0
"1646",0,0,1,62,11,0
"1647",0,0,0,55,17,0
"1648",0,0,0,71,18,0
"1649",0,0,0,71,12,0
"1650",0,0,1,33,16,0
"1651",0,0,1,56,10,0
"1652",0,0,1,44,14,0
"1653",0,0,1,51,14,0
"1654",0,0,0,54,12,0
"1655",0,0,1,56,14,0
"1656",0,0,0,89,12,0
"1657",0,0,1,44,12,0
"1658",0,0,0,26,12,0
"1659",0,0,1,25,16,0
"1660",0,0,1,47,13,0
"1661",0,0,1,74,4,0
"1662",0,0,1,28,19,0
"1663",0,0,1,54,10,0
"1664",0,1,1,66,16,0
"1665",0,0,0,66,6,0
"1666",0,0,1,31,12,0
"1667",1,0,0,44,11,0
"1668",0,0,0,45,12,0
"1669",0,0,0,51,12,0
"1670",0,0,0,61,12,0
"1671",1,0,0,23,13,0
"1672",0,0,0,33,14,0
"1673",1,0,0,28,15,0
"1674",0,0,1,55,12,0
"1675",0,0,0,56,12,0
"1676",1,1,0,29,6,1
"1677",0,0,1,19,12,0
"1678",0,0,1,61,12,0
"1679",0,0,1,25,8,1
"1680",0,0,0,56,16,1
"1681",0,0,1,52,13,0
"1682",0,0,1,39,12,0
"1683",0,0,1,24,14,0
"1684",0,0,1,43,11,0
"1685",1,0,0,23,12,0
"1686",1,0,1,39,11,0
"1687",0,0,1,21,11,0
"1688",0,0,1,23,12,0
"1689",0,0,1,41,12,0
"1690",0,0,1,48,12,0
"1691",0,0,1,41,16,0
"1692",0,0,0,61,11,0
"1693",0,0,1,56,12,0
"1694",0,0,1,34,14,0
"1695",0,1,0,47,12,0
"1696",0,0,1,44,11,0
"1697",0,0,0,30,13,0
"1698",0,0,0,73,11,0
"1699",0,0,1,70,17,0
"1700",0,0,0,33,12,0
"1701",0,0,1,21,14,0
"1702",0,0,0,65,16,0
"1703",0,0,0,34,17,0
"1704",0,0,1,73,10,0
"1705",0,0,1,32,16,0
"1706",0,1,1,44,15,0
"1707",0,0,0,66,14,0
"1708",0,0,1,30,12,0
"1709",0,0,1,31,12,0
"1710",0,0,0,21,11,0
"1711",0,0,0,50,12,0
"1712",0,0,1,49,12,0
"1713",0,0,0,71,11,0
"1714",0,0,0,53,12,0
"1715",0,1,1,58,16,0
"1716",1,0,0,40,20,0
"1717",0,0,1,45,16,0
"1718",0,0,1,62,14,0
"1719",0,1,1,28,16,0
"1720",0,0,0,74,14,0
"1721",0,1,0,60,12,0
"1722",0,0,0,42,16,0
"1723",0,0,1,36,20,0
"1724",0,0,1,50,19,0
"1725",0,0,0,63,16,0
"1726",0,0,1,20,14,0
"1727",0,1,0,71,12,0
"1728",1,0,0,50,14,1
"1729",0,0,1,23,14,0
"1730",0,0,1,65,19,0
"1731",1,0,0,60,8,0
"1732",0,0,0,78,9,0
"1733",0,1,1,25,11,0
"1734",0,0,1,61,16,0
"1735",0,1,1,53,13,0
"1736",0,1,0,48,13,0
"1737",0,1,1,37,12,0
"1738",0,0,0,22,12,0
