year,date,maxtemp,day
1932,1932-10-29,61,4686
1932,1932-10-30,57,4687
1932,1932-10-31,50,4688
1932,1932-11-01,63,4689
1932,1932-11-02,52,4690
1932,1932-11-03,43,4691
1932,1932-11-04,53,4692
1932,1932-11-05,65,4693
1932,1932-11-06,57,4694
1932,1932-11-07,53,4695
1932,1932-11-08,48,4696
1932,1932-11-09,45,4697
1932,1932-11-10,63,4698
1932,1932-11-11,61,4699
1932,1932-11-12,56,4700
1932,1932-11-13,45,4701
1932,1932-11-14,52,4702
1932,1932-11-15,63,4703
1932,1932-11-16,66,4704
1932,1932-11-17,60,4705
1932,1932-11-18,41,4706
1932,1932-11-19,64,4707
1932,1932-11-20,48,4708
1932,1932-11-21,48,4709
1932,1932-11-22,37,4710
1932,1932-11-23,38,4711
1932,1932-11-24,49,4712
1932,1932-11-25,57,4713
1932,1932-11-26,54,4714
1932,1932-11-27,27,4715
1932,1932-11-28,33,4716
1932,1932-11-29,40,4717
1932,1932-11-30,54,4718
1932,1932-12-01,58,4719
1932,1932-12-02,65,4720
1932,1932-12-03,65,4721
1932,1932-12-04,55,4722
1932,1932-12-05,55,4723
1932,1932-12-06,55,4724
1932,1932-12-07,66,4725
1932,1932-12-08,56,4726
1932,1932-12-09,37,4727
1932,1932-12-10,35,4728
1932,1932-12-11,34,4729
1932,1932-12-12,38,4730
1932,1932-12-13,37,4731
1932,1932-12-14,34,4732
1932,1932-12-15,31,4733
1932,1932-12-16,18,4734
1932,1932-12-17,18,4735
1932,1932-12-18,30,4736
1932,1932-12-19,33,4737
1932,1932-12-20,40,4738
1932,1932-12-21,47,4739
1932,1932-12-22,49,4740
1932,1932-12-23,49,4741
1932,1932-12-24,46,4742
1932,1932-12-25,57,4743
1932,1932-12-26,57,4744
1932,1932-12-27,45,4745
1932,1932-12-28,45,4746
1932,1932-12-29,46,4747
1932,1932-12-30,52,4748
1932,1932-12-31,65,4749
1933,1933-01-01,26,4750
1933,1933-01-02,45,4751
1933,1933-01-03,48,4752
1933,1933-01-04,60,4753
1933,1933-01-05,51,4754
1933,1933-01-06,50,4755
1933,1933-01-07,55,4756
1933,1933-01-08,42,4757
1933,1933-01-09,42,4758
1933,1933-01-10,42,4759
1933,1933-01-11,58,4760
1933,1933-01-12,55,4761
1933,1933-01-13,30,4762
1933,1933-01-14,32,4763
1933,1933-01-15,46,4764
1933,1933-01-16,52,4765
1933,1933-01-17,57,4766
1933,1933-01-18,46,4767
1933,1933-01-19,52,4768
1933,1933-01-20,51,4769
1933,1933-01-21,43,4770
1933,1933-01-22,45,4771
1933,1933-01-23,59,4772
1933,1933-01-24,46,4773
1933,1933-01-26,40,4775
1933,1933-01-27,34,4776
1933,1933-01-28,35,4777
1933,1933-01-29,31,4778
1933,1933-01-30,38,4779
1933,1933-01-31,42,4780
1933,1933-02-01,50,4781
1933,1933-02-02,55,4782
1933,1933-02-03,45,4783
1933,1933-02-04,39,4784
1933,1933-02-05,30,4785
1933,1933-02-06,28,4786
1933,1933-02-07,48,4787
1933,1933-02-08,66,4788
1933,1933-02-09,29,4789
1933,1933-02-10,24,4790
1933,1933-02-11,31,4791
1933,1933-02-12,26,4792
1933,1933-02-13,45,4793
1933,1933-02-14,46,4794
1933,1933-02-15,44,4795
1933,1933-02-16,36,4796
1933,1933-02-17,47,4797
1933,1933-02-18,49,4798
1933,1933-02-19,40,4799
1933,1933-02-20,54,4800
1933,1933-02-21,50,4801
1933,1933-02-22,48,4802
1933,1933-02-23,56,4803
1933,1933-02-24,47,4804
1933,1933-02-25,37,4805
1933,1933-02-26,33,4806
1933,1933-02-27,36,4807
1933,1933-02-28,35,4808
1933,1933-03-01,36,4809
1933,1933-03-02,37,4810
1933,1933-03-03,38,4811
1933,1933-03-04,40,4812
1933,1933-03-05,33,4813
1933,1933-03-06,35,4814
1933,1933-03-07,42,4815
1933,1933-03-08,51,4816
1933,1933-03-09,44,4817
1933,1933-03-10,28,4818
1933,1933-03-11,28,4819
1933,1933-03-12,41,4820
1933,1933-03-13,38,4821
1933,1933-03-14,38,4822
1933,1933-03-15,41,4823
1933,1933-03-16,38,4824
1933,1933-03-17,60,4825
1933,1933-03-18,42,4826
1933,1933-03-19,36,4827
1933,1933-03-20,39,4828
1933,1933-03-21,40,4829
1933,1933-03-22,48,4830
1933,1933-03-23,41,4831
1933,1933-03-24,42,4832
1933,1933-03-25,44,4833
1933,1933-03-26,40,4834
1933,1933-03-27,49,4835
1933,1933-03-28,52,4836
1933,1933-03-29,48,4837
1933,1933-03-30,50,4838
1933,1933-03-31,51,4839
1933,1933-04-01,47,4840
1933,1933-04-02,47,4841
1933,1933-04-03,43,4842
1933,1933-04-04,46,4843
1933,1933-04-05,59,4844
1933,1933-04-06,53,4845
1933,1933-04-07,47,4846
1933,1933-04-08,52,4847
1933,1933-04-09,54,4848
1933,1933-04-10,49,4849
1933,1933-04-11,49,4850
1933,1933-04-12,41,4851
1933,1933-04-13,37,4852
1933,1933-04-14,45,4853
1933,1933-04-15,64,4854
1933,1933-04-16,56,4855
1933,1933-04-17,55,4856
1933,1933-04-18,53,4857
1933,1933-04-19,45,4858
1933,1933-04-20,47,4859
1933,1933-04-21,63,4860
1933,1933-04-22,49,4861
1933,1933-04-23,54,4862
1933,1933-04-24,75,4863
1933,1933-04-25,70,4864
1933,1933-04-26,53,4865
1933,1933-04-27,50,4866
1933,1933-04-28,58,4867
1933,1933-04-29,76,4868
1933,1933-04-30,62,4869
1933,1933-05-01,76,4870
1933,1933-05-02,79,4871
1933,1933-05-03,77,4872
1933,1933-05-04,62,4873
1933,1933-05-05,63,4874
1933,1933-05-06,58,4875
1933,1933-05-07,72,4876
1933,1933-05-08,61,4877
1933,1933-05-09,59,4878
1933,1933-05-10,50,4879
1933,1933-05-11,67,4880
1933,1933-05-12,69,4881
1933,1933-05-13,70,4882
1933,1933-05-14,75,4883
1933,1933-05-15,74,4884
1933,1933-05-16,68,4885
1933,1933-05-17,62,4886
1933,1933-05-18,78,4887
1933,1933-05-19,88,4888
1933,1933-05-20,90,4889
1933,1933-05-21,60,4890
1933,1933-05-22,71,4891
1933,1933-05-23,82,4892
1933,1933-05-24,74,4893
1933,1933-05-25,82,4894
1933,1933-05-26,89,4895
1933,1933-05-27,75,4896
1933,1933-05-28,66,4897
1933,1933-05-29,65,4898
1933,1933-05-30,67,4899
1933,1933-05-31,66,4900
1933,1933-06-01,63,4901
1933,1933-06-02,77,4902
1933,1933-06-03,91,4903
1933,1933-06-04,77,4904
1933,1933-06-05,85,4905
1933,1933-06-06,77,4906
1933,1933-06-07,73,4907
1933,1933-06-08,93,4908
1933,1933-06-09,90,4909
1933,1933-06-10,90,4910
1933,1933-06-11,88,4911
1933,1933-06-12,95,4912
1933,1933-06-13,73,4913
1933,1933-06-14,64,4914
1933,1933-06-15,65,4915
1933,1933-06-16,67,4916
1933,1933-06-17,78,4917
1933,1933-06-18,61,4918
1933,1933-06-19,66,4919
1933,1933-06-20,71,4920
1933,1933-06-21,75,4921
1933,1933-06-22,85,4922
1933,1933-06-23,78,4923
1933,1933-06-24,80,4924
1933,1933-06-25,85,4925
1933,1933-06-26,78,4926
1933,1933-06-27,83,4927
1933,1933-06-28,89,4928
1933,1933-06-29,99,4929
1933,1933-06-30,89,4930
1933,1933-07-01,95,4931
1933,1933-07-02,70,4932
1933,1933-07-03,65,4933
1933,1933-07-04,68,4934
1933,1933-07-05,61,4935
1933,1933-07-06,91,4936
1933,1933-07-07,88,4937
1933,1933-07-08,74,4938
1933,1933-07-09,68,4939
1933,1933-07-10,82,4940
1933,1933-07-11,70,4941
1933,1933-07-12,70,4942
1933,1933-07-13,71,4943
1933,1933-07-14,71,4944
1933,1933-07-15,69,4945
1933,1933-07-16,69,4946
1933,1933-07-17,79,4947
1933,1933-07-18,90,4948
1933,1933-07-19,82,4949
1933,1933-07-20,83,4950
1933,1933-07-21,81,4951
1933,1933-07-22,80,4952
1933,1933-07-23,85,4953
1933,1933-07-24,98,4954
1933,1933-07-25,77,4955
1933,1933-07-26,77,4956
1933,1933-07-27,77,4957
1933,1933-07-28,89,4958
1933,1933-07-29,97,4959
1933,1933-07-30,98,4960
1933,1933-07-31,77,4961
1933,1933-08-01,93,4962
1933,1933-08-02,95,4963
1933,1933-08-03,76,4964
1933,1933-08-04,67,4965
1933,1933-08-05,78,4966
1933,1933-08-06,72,4967
1933,1933-08-07,84,4968
1933,1933-08-08,81,4969
1933,1933-08-09,74,4970
1933,1933-08-10,76,4971
1933,1933-08-11,74,4972
1933,1933-08-12,72,4973
1933,1933-08-13,84,4974
1933,1933-08-14,74,4975
1933,1933-08-17,78,4978
1933,1933-08-18,82,4979
1933,1933-08-19,84,4980
1933,1933-08-20,72,4981
1933,1933-08-21,70,4982
1933,1933-08-22,74,4983
1933,1933-08-23,68,4984
1933,1933-08-24,84,4985
1933,1933-08-25,82,4986
1933,1933-08-26,86,4987
1933,1933-08-27,91,4988
1933,1933-08-28,87,4989
1933,1933-08-29,73,4990
1933,1933-08-30,81,4991
1933,1933-08-31,82,4992
1933,1933-09-01,78,4993
1933,1933-09-02,82,4994
1933,1933-09-03,79,4995
1933,1933-09-04,76,4996
1933,1933-09-05,80,4997
1933,1933-09-06,82,4998
1933,1933-09-07,70,4999
1933,1933-09-08,83,5000
1933,1933-09-09,85,5001
1933,1933-09-10,72,5002
1933,1933-09-11,67,5003
1933,1933-09-12,72,5004
1933,1933-09-13,75,5005
1933,1933-09-14,62,5006
1933,1933-09-15,61,5007
1933,1933-09-16,60,5008
1933,1933-09-17,64,5009
1933,1933-09-18,75,5010
1933,1933-09-19,71,5011
1933,1933-09-20,77,5012
1933,1933-09-21,68,5013
1933,1933-09-22,72,5014
1933,1933-09-23,77,5015
1933,1933-09-24,68,5016
1933,1933-09-25,71,5017
1933,1933-09-26,78,5018
1933,1933-09-27,86,5019
1933,1933-09-28,72,5020
1933,1933-09-29,72,5021
1933,1933-09-30,69,5022
1933,1933-10-01,75,5023
1933,1933-10-02,68,5024
1933,1933-10-03,63,5025
1933,1933-10-04,62,5026
1933,1933-10-05,54,5027
1933,1933-10-06,63,5028
1933,1933-10-07,54,5029
1933,1933-10-08,68,5030
1933,1933-10-09,60,5031
1933,1933-10-10,35,5032
1933,1933-10-11,65,5033
1933,1933-10-12,72,5034
1933,1933-10-13,60,5035
1933,1933-10-14,56,5036
1933,1933-10-15,67,5037
1933,1933-10-16,70,5038
1933,1933-10-17,70,5039
1933,1933-10-18,61,5040
1933,1933-10-19,57,5041
1933,1933-10-20,65,5042
1933,1933-10-21,52,5043
1933,1933-10-22,67,5044
1933,1933-10-23,62,5045
1933,1933-10-24,51,5046
1933,1933-10-25,52,5047
1933,1933-10-26,46,5048
1933,1933-10-27,55,5049
1933,1933-10-28,52,5050
1933,1933-10-29,53,5051
1933,1933-10-30,55,5052
1933,1933-10-31,67,5053
1933,1933-11-01,59,5054
1933,1933-11-02,70,5055
1933,1933-11-03,67,5056
1933,1933-11-04,53,5057
1933,1933-11-05,40,5058
1933,1933-11-06,39,5059
1933,1933-11-07,42,5060
1933,1933-11-08,45,5061
1933,1933-11-09,43,5062
1933,1933-11-10,41,5063
1933,1933-11-11,39,5064
1933,1933-11-12,37,5065
1933,1933-11-13,56,5066
1933,1933-11-14,53,5067
1933,1933-11-15,30,5068
1933,1933-11-16,27,5069
1933,1933-11-17,33,5070
1933,1933-11-18,40,5071
1933,1933-11-19,36,5072
1933,1933-11-20,43,5073
1933,1933-11-21,55,5074
1933,1933-11-22,59,5075
1933,1933-11-23,46,5076
1933,1933-11-24,44,5077
1933,1933-11-25,43,5078
1933,1933-11-26,50,5079
1933,1933-11-27,47,5080
1933,1933-11-28,47,5081
1933,1933-11-29,50,5082
1933,1933-11-30,67,5083
1933,1933-12-01,42,5084
1933,1933-12-02,40,5085
1933,1933-12-03,42,5086
1933,1933-12-04,42,5087
1933,1933-12-05,37,5088
1933,1933-12-06,50,5089
1933,1933-12-07,40,5090
1933,1933-12-08,46,5091
1933,1933-12-09,40,5092
1933,1933-12-10,22,5093
1933,1933-12-11,26,5094
1933,1933-12-12,21,5095
1933,1933-12-13,26,5096
1933,1933-12-14,23,5097
1933,1933-12-15,30,5098
1933,1933-12-16,49,5099
1933,1933-12-17,39,5100
1933,1933-12-18,46,5101
1933,1933-12-19,48,5102
1933,1933-12-20,39,5103
1933,1933-12-21,37,5104
1933,1933-12-22,43,5105
1933,1933-12-23,35,5106
1933,1933-12-24,43,5107
1933,1933-12-25,48,5108
1933,1933-12-26,28,5109
1933,1933-12-27,16,5110
1933,1933-12-28,25,5111
1933,1933-12-29,10,5112
1933,1933-12-30,11,5113
1933,1933-12-31,38,5114
1934,1934-01-01,55,5115
1934,1934-01-02,33,5116
1934,1934-01-03,23,5117
1934,1934-01-04,24,5118
1934,1934-01-05,38,5119
1934,1934-01-06,46,5120
1934,1934-01-07,42,5121
1934,1934-01-08,46,5122
1934,1934-01-09,44,5123
1934,1934-01-10,40,5124
1934,1934-01-11,42,5125
1934,1934-01-12,44,5126
1934,1934-01-13,40,5127
1934,1934-01-14,41,5128
1934,1934-01-15,26,5129
1934,1934-01-16,44,5130
1934,1934-01-17,30,5131
1934,1934-01-18,21,5132
1934,1934-01-19,39,5133
1934,1934-01-20,30,5134
1934,1934-01-21,28,5135
1934,1934-01-22,34,5136
1934,1934-01-23,49,5137
1934,1934-01-24,34,5138
1934,1934-01-25,56,5139
1934,1934-01-26,38,5140
1934,1934-01-27,38,5141
1934,1934-01-28,51,5142
1934,1934-01-29,36,5143
1934,1934-01-30,12,5144
1934,1934-01-31,29,5145
1934,1934-02-01,37,5146
1934,1934-02-02,30,5147
1934,1934-02-03,22,5148
1934,1934-02-04,22,5149
1934,1934-02-05,21,5150
1934,1934-02-06,17,5151
1934,1934-02-07,24,5152
1934,1934-02-08,14,5153
1934,1934-02-09,3,5154
1934,1934-02-10,25,5155
1934,1934-02-11,35,5156
1934,1934-02-12,39,5157
1934,1934-02-13,35,5158
1934,1934-02-14,19,5159
1934,1934-02-15,44,5160
1934,1934-02-16,16,5161
1934,1934-02-17,26,5162
1934,1934-02-18,33,5163
1934,1934-02-19,41,5164
1934,1934-02-20,32,5165
1934,1934-02-21,36,5166
1934,1934-02-22,44,5167
1934,1934-02-23,40,5168
1934,1934-02-24,14,5169
1934,1934-02-25,19,5170
1934,1934-02-26,23,5171
1934,1934-02-27,19,5172
1934,1934-02-28,29,5173
1934,1934-03-01,41,5174
1934,1934-03-02,52,5175
1934,1934-03-03,54,5176
1934,1934-03-04,46,5177
1934,1934-03-05,63,5178
1934,1934-03-06,48,5179
1934,1934-03-07,45,5180
1934,1934-03-08,39,5181
1934,1934-03-09,34,5182
1934,1934-03-10,27,5183
1934,1934-03-11,27,5184
1934,1934-03-12,31,5185
1934,1934-03-13,45,5186
1934,1934-03-14,53,5187
1934,1934-03-15,35,5188
1934,1934-03-16,50,5189
1934,1934-03-17,57,5190
1934,1934-03-18,68,5191
1934,1934-03-19,31,5192
1934,1934-03-20,38,5193
1934,1934-03-21,43,5194
1934,1934-03-22,38,5195
1934,1934-03-23,29,5196
1934,1934-03-24,35,5197
1934,1934-03-25,41,5198
1934,1934-03-26,41,5199
1934,1934-03-27,65,5200
1934,1934-03-28,56,5201
1934,1934-03-29,49,5202
1934,1934-03-30,41,5203
1934,1934-03-31,40,5204
1934,1934-04-01,49,5205
1934,1934-04-02,72,5206
1934,1934-04-03,58,5207
1934,1934-04-04,44,5208
1934,1934-04-05,42,5209
1934,1934-04-06,47,5210
1934,1934-04-07,49,5211
1934,1934-04-08,56,5212
1934,1934-04-09,69,5213
1934,1934-04-10,48,5214
1934,1934-04-11,45,5215
1934,1934-04-12,50,5216
1934,1934-04-13,52,5217
1934,1934-04-14,53,5218
1934,1934-04-15,51,5219
1934,1934-04-16,65,5220
1934,1934-04-17,68,5221
1934,1934-04-18,70,5222
1934,1934-04-19,66,5223
1934,1934-04-20,52,5224
1934,1934-04-21,56,5225
1934,1934-04-22,59,5226
1934,1934-04-23,61,5227
1934,1934-04-24,69,5228
1934,1934-04-25,56,5229
1934,1934-04-26,59,5230
1934,1934-04-27,60,5231
1934,1934-04-28,50,5232
1934,1934-04-29,50,5233
1934,1934-04-30,65,5234
1934,1934-05-01,74,5235
1934,1934-05-02,72,5236
1934,1934-05-03,66,5237
1934,1934-05-04,66,5238
1934,1934-05-05,84,5239
1934,1934-05-06,81,5240
1934,1934-05-07,76,5241
1934,1934-05-08,62,5242
1934,1934-05-09,68,5243
1934,1934-05-10,68,5244
1934,1934-05-11,75,5245
1934,1934-05-12,59,5246
1934,1934-05-13,68,5247
1934,1934-05-14,75,5248
1934,1934-05-15,63,5249
1934,1934-05-16,62,5250
1934,1934-05-17,62,5251
1934,1934-05-18,70,5252
1934,1934-05-19,70,5253
1934,1934-05-20,67,5254
1934,1934-05-21,67,5255
1934,1934-05-22,87,5256
1934,1934-05-23,69,5257
1934,1934-05-24,70,5258
1934,1934-05-25,60,5259
1934,1934-05-26,60,5260
1934,1934-05-27,66,5261
1934,1934-05-28,70,5262
1934,1934-05-29,72,5263
1934,1934-05-30,80,5264
1934,1934-05-31,86,5265
1934,1934-06-01,72,5266
1934,1934-06-02,88,5267
1934,1934-06-03,55,5268
1934,1934-06-04,64,5269
1934,1934-06-05,86,5270
1934,1934-06-06,84,5271
1934,1934-06-07,69,5272
1934,1934-06-08,67,5273
1934,1934-06-09,70,5274
1934,1934-06-10,88,5275
1934,1934-06-11,78,5276
1934,1934-06-12,65,5277
1934,1934-06-13,67,5278
1934,1934-06-14,72,5279
1934,1934-06-15,78,5280
1934,1934-06-16,72,5281
1934,1934-06-17,73,5282
1934,1934-06-18,78,5283
1934,1934-06-19,62,5284
1934,1934-06-20,78,5285
1934,1934-06-21,90,5286
1934,1934-06-22,80,5287
1934,1934-06-23,70,5288
1934,1934-06-24,82,5289
1934,1934-06-25,80,5290
1934,1934-06-26,73,5291
1934,1934-06-27,70,5292
1934,1934-06-28,77,5293
1934,1934-06-29,94,5294
1934,1934-06-30,88,5295
1934,1934-07-01,86,5296
1934,1934-07-02,88,5297
1934,1934-07-03,92,5298
1934,1934-07-04,80,5299
1934,1934-07-05,84,5300
1934,1934-07-06,89,5301
1934,1934-07-07,93,5302
1934,1934-07-08,77,5303
1934,1934-07-09,74,5304
1934,1934-07-10,71,5305
1934,1934-07-11,72,5306
1934,1934-07-12,79,5307
1934,1934-07-13,82,5308
1934,1934-07-14,79,5309
1934,1934-07-15,86,5310
1934,1934-07-16,85,5311
1934,1934-07-17,80,5312
1934,1934-07-18,81,5313
1934,1934-07-19,88,5314
1934,1934-07-20,84,5315
1934,1934-07-21,83,5316
1934,1934-07-22,78,5317
1934,1934-07-23,73,5318
1934,1934-07-24,74,5319
1934,1934-07-25,73,5320
1934,1934-07-26,93,5321
1934,1934-07-27,77,5322
1934,1934-07-28,83,5323
1934,1934-07-29,84,5324
1934,1934-07-30,75,5325
1934,1934-07-31,86,5326
1934,1934-08-01,82,5327
1934,1934-08-02,84,5328
1934,1934-08-03,83,5329
1934,1934-08-04,79,5330
1934,1934-08-05,70,5331
1934,1934-08-06,69,5332
1934,1934-08-07,76,5333
1934,1934-08-08,81,5334
1934,1934-08-09,83,5335
1934,1934-08-10,86,5336
1934,1934-08-11,76,5337
1934,1934-08-12,66,5338
1934,1934-08-13,66,5339
1934,1934-08-14,83,5340
1934,1934-08-15,71,5341
1934,1934-08-16,66,5342
1934,1934-08-17,70,5343
1934,1934-08-18,80,5344
1934,1934-08-19,85,5345
1934,1934-08-20,81,5346
1934,1934-08-21,74,5347
1934,1934-08-22,79,5348
1934,1934-08-23,76,5349
1934,1934-08-24,73,5350
1934,1934-08-25,79,5351
1934,1934-08-26,76,5352
1934,1934-08-27,75,5353
1934,1934-08-28,62,5354
1934,1934-08-29,64,5355
1934,1934-08-30,66,5356
1934,1934-08-31,68,5357
1934,1934-09-01,66,5358
1934,1934-09-02,68,5359
1934,1934-09-03,72,5360
1934,1934-09-04,79,5361
1934,1934-09-05,79,5362
1934,1934-09-06,71,5363
1934,1934-09-07,68,5364
1934,1934-09-08,64,5365
1934,1934-09-09,81,5366
1934,1934-09-10,81,5367
1934,1934-09-11,72,5368
1934,1934-09-12,63,5369
1934,1934-09-13,65,5370
1934,1934-09-14,66,5371
1934,1934-09-15,68,5372
1934,1934-09-16,68,5373
1934,1934-09-17,73,5374
1934,1934-09-18,69,5375
1934,1934-09-19,64,5376
1934,1934-09-20,70,5377
1934,1934-09-21,69,5378
1934,1934-09-22,67,5379
1934,1934-09-23,67,5380
1934,1934-09-24,64,5381
1934,1934-09-25,71,5382
1934,1934-09-26,79,5383
1934,1934-09-27,78,5384
1934,1934-09-28,69,5385
1934,1934-09-29,70,5386
1934,1934-09-30,70,5387
1934,1934-10-01,57,5388
1934,1934-10-02,58,5389
1934,1934-10-03,66,5390
1934,1934-10-04,56,5391
1934,1934-10-05,58,5392
1934,1934-10-06,66,5393
1934,1934-10-07,62,5394
1934,1934-10-08,70,5395
1934,1934-10-09,61,5396
1934,1934-10-10,60,5397
1934,1934-10-11,58,5398
1934,1934-10-12,51,5399
1934,1934-10-13,41,5400
1934,1934-10-14,51,5401
1934,1934-10-15,56,5402
1934,1934-10-16,53,5403
1934,1934-10-17,65,5404
1934,1934-10-18,71,5405
1934,1934-10-19,50,5406
1934,1934-10-20,56,5407
1934,1934-10-21,52,5408
1934,1934-10-22,52,5409
1934,1934-10-23,53,5410
1934,1934-10-24,60,5411
1934,1934-10-25,57,5412
1934,1934-10-26,59,5413
1934,1934-10-27,50,5414
1934,1934-10-28,40,5415
1934,1934-10-29,50,5416
1934,1934-10-30,51,5417
1934,1934-10-31,50,5418
1934,1934-11-01,59,5419
1934,1934-11-02,42,5420
1934,1934-11-03,53,5421
1934,1934-11-04,63,5422
1934,1934-11-05,69,5423
1934,1934-11-06,52,5424
1934,1934-11-07,51,5425
1934,1934-11-08,53,5426
1934,1934-11-09,46,5427
1934,1934-11-10,49,5428
1934,1934-11-11,49,5429
1934,1934-11-12,42,5430
1934,1934-11-13,41,5431
1934,1934-11-14,36,5432
1934,1934-11-15,42,5433
1934,1934-11-16,50,5434
1934,1934-11-17,60,5435
1934,1934-11-18,64,5436
1934,1934-11-19,66,5437
1934,1934-11-20,60,5438
1934,1934-11-21,47,5439
1934,1934-11-22,60,5440
1934,1934-11-23,65,5441
1934,1934-11-24,58,5442
1934,1934-11-25,43,5443
1934,1934-11-26,40,5444
1934,1934-11-27,50,5445
1934,1934-11-28,51,5446
1934,1934-11-29,62,5447
1934,1934-11-30,62,5448
1934,1934-12-01,65,5449
1934,1934-12-02,47,5450
1934,1934-12-03,43,5451
1934,1934-12-04,51,5452
1934,1934-12-05,43,5453
1934,1934-12-06,38,5454
1934,1934-12-07,29,5455
1934,1934-12-08,17,5456
1934,1934-12-09,20,5457
1934,1934-12-10,20,5458
1934,1934-12-11,18,5459
1934,1934-12-12,30,5460
1934,1934-12-13,32,5461
1934,1934-12-14,35,5462
1934,1934-12-15,28,5463
1934,1934-12-16,39,5464
1934,1934-12-17,38,5465
1934,1934-12-18,36,5466
1934,1934-12-19,54,5467
1934,1934-12-20,52,5468
1934,1934-12-21,42,5469
1934,1934-12-22,40,5470
1934,1934-12-23,32,5471
1934,1934-12-24,39,5472
1934,1934-12-25,32,5473
1934,1934-12-26,49,5474
1934,1934-12-27,24,5475
1934,1934-12-28,28,5476
1934,1934-12-29,35,5477
1934,1934-12-30,27,5478
1934,1934-12-31,30,5479
1935,1935-01-01,40,5480
1935,1935-01-02,28,5481
1935,1935-01-03,46,5482
1935,1935-01-04,36,5483
1935,1935-01-05,35,5484
1935,1935-01-06,51,5485
1935,1935-01-07,51,5486
1935,1935-01-08,51,5487
1935,1935-01-09,56,5488
1935,1935-01-10,44,5489
1935,1935-01-11,42,5490
1935,1935-01-12,29,5491
1935,1935-01-13,25,5492
1935,1935-01-14,27,5493
1935,1935-01-15,21,5494
1935,1935-01-16,25,5495
1935,1935-01-17,33,5496
1935,1935-01-18,32,5497
1935,1935-01-19,24,5498
1935,1935-01-20,33,5499
1935,1935-01-21,38,5500
1935,1935-01-22,39,5501
1935,1935-01-23,26,5502
1935,1935-01-24,15,5503
1935,1935-01-25,16,5504
1935,1935-01-26,30,5505
1935,1935-01-27,15,5506
1935,1935-01-28,18,5507
1935,1935-01-29,26,5508
1935,1935-01-30,12,5509
1935,1935-01-31,12,5510
1935,1935-02-01,29,5511
1935,1935-02-02,39,5512
1935,1935-02-03,40,5513
1935,1935-02-04,36,5514
1935,1935-02-05,20,5515
1935,1935-02-06,25,5516
1935,1935-02-07,34,5517
1935,1935-02-08,34,5518
1935,1935-02-09,42,5519
1935,1935-02-10,36,5520
1935,1935-02-11,37,5521
1935,1935-02-12,29,5522
1935,1935-02-13,33,5523
1935,1935-02-14,36,5524
1935,1935-02-15,52,5525
1935,1935-02-16,45,5526
1935,1935-02-17,37,5527
1935,1935-02-18,37,5528
1935,1935-02-19,42,5529
1935,1935-02-20,40,5530
1935,1935-02-21,31,5531
1935,1935-02-22,30,5532
1935,1935-02-23,33,5533
1935,1935-02-24,43,5534
1935,1935-02-25,53,5535
1935,1935-02-26,48,5536
1935,1935-02-27,25,5537
1935,1935-02-28,29,5538
1935,1935-03-01,35,5539
1935,1935-03-02,50,5540
1935,1935-03-03,46,5541
1935,1935-03-04,40,5542
1935,1935-03-05,45,5543
1935,1935-03-06,62,5544
1935,1935-03-07,36,5545
1935,1935-03-08,31,5546
1935,1935-03-09,36,5547
1935,1935-03-10,41,5548
1935,1935-03-11,57,5549
1935,1935-03-12,53,5550
1935,1935-03-13,38,5551
1935,1935-03-14,40,5552
1935,1935-03-15,40,5553
1935,1935-03-16,71,5554
1935,1935-03-17,66,5555
1935,1935-03-18,41,5556
1935,1935-03-19,43,5557
1935,1935-03-20,60,5558
1935,1935-03-21,44,5559
1935,1935-03-22,53,5560
1935,1935-03-23,49,5561
1935,1935-03-24,52,5562
1935,1935-03-25,41,5563
1935,1935-03-26,41,5564
1935,1935-03-27,51,5565
1935,1935-03-28,47,5566
1935,1935-03-29,54,5567
1935,1935-03-30,48,5568
1935,1935-03-31,45,5569
1935,1935-04-01,44,5570
1935,1935-04-02,50,5571
1935,1935-04-03,46,5572
1935,1935-04-04,49,5573
1935,1935-04-05,43,5574
1935,1935-04-06,46,5575
1935,1935-04-07,47,5576
1935,1935-04-08,41,5577
1935,1935-04-09,37,5578
1935,1935-04-10,40,5579
1935,1935-04-11,39,5580
1935,1935-04-12,37,5581
1935,1935-04-13,40,5582
1935,1935-04-14,46,5583
1935,1935-04-15,61,5584
1935,1935-04-16,47,5585
1935,1935-04-17,40,5586
1935,1935-04-18,48,5587
1935,1935-04-19,58,5588
1935,1935-04-20,65,5589
1935,1935-04-21,65,5590
1935,1935-04-22,51,5591
1935,1935-04-23,57,5592
1935,1935-04-24,59,5593
1935,1935-04-25,55,5594
1935,1935-04-26,67,5595
1935,1935-04-27,84,5596
1935,1935-04-28,76,5597
1935,1935-04-29,58,5598
1935,1935-04-30,58,5599
1935,1935-05-01,54,5600
1935,1935-05-02,48,5601
1935,1935-05-03,48,5602
1935,1935-05-04,52,5603
1935,1935-05-05,57,5604
1935,1935-05-06,64,5605
1935,1935-05-07,52,5606
1935,1935-05-08,58,5607
1935,1935-05-09,68,5608
1935,1935-05-10,64,5609
1935,1935-05-11,70,5610
1935,1935-05-12,67,5611
1935,1935-05-13,68,5612
1935,1935-05-14,63,5613
1935,1935-05-15,58,5614
1935,1935-05-16,65,5615
1935,1935-05-17,58,5616
1935,1935-05-18,61,5617
1935,1935-05-19,59,5618
1935,1935-05-20,66,5619
1935,1935-05-21,67,5620
