year,date,maxtemp,day
1973,1973-01-23,55,19382
1973,1973-01-24,42,19383
1973,1973-01-25,37,19384
1973,1973-01-26,46,19385
1973,1973-01-27,41,19386
1973,1973-01-28,39,19387
1973,1973-01-29,37,19388
1973,1973-01-30,24,19389
1973,1973-01-31,23,19390
1973,1973-02-01,24,19391
1973,1973-02-02,54,19392
1973,1973-02-03,53,19393
1973,1973-02-04,41,19394
1973,1973-02-05,42,19395
1973,1973-02-06,33,19396
1973,1973-02-07,36,19397
1973,1973-02-08,39,19398
1973,1973-02-09,39,19399
1973,1973-02-10,24,19400
1973,1973-02-11,24,19401
1973,1973-02-12,24,19402
1973,1973-02-13,32,19403
1973,1973-02-14,48,19404
1973,1973-02-15,44,19405
1973,1973-02-16,39,19406
1973,1973-02-17,19,19407
1973,1973-02-18,30,19408
1973,1973-02-19,42,19409
1973,1973-02-20,48,19410
1973,1973-02-21,48,19411
1973,1973-02-22,44,19412
1973,1973-02-23,39,19413
1973,1973-02-24,39,19414
1973,1973-02-25,35,19415
1973,1973-02-26,34,19416
1973,1973-02-27,24,19417
1973,1973-02-28,32,19418
1973,1973-03-01,51,19419
1973,1973-03-02,59,19420
1973,1973-03-03,39,19421
1973,1973-03-04,50,19422
1973,1973-03-05,48,19423
1973,1973-03-06,43,19424
1973,1973-03-07,43,19425
1973,1973-03-08,63,19426
1973,1973-03-09,53,19427
1973,1973-03-10,43,19428
1973,1973-03-11,43,19429
1973,1973-03-12,66,19430
1973,1973-03-13,59,19431
1973,1973-03-14,46,19432
1973,1973-03-15,46,19433
1973,1973-03-16,64,19434
1973,1973-03-17,63,19435
1973,1973-03-18,46,19436
1973,1973-03-19,50,19437
1973,1973-03-20,39,19438
1973,1973-03-21,37,19439
1973,1973-03-22,35,19440
1973,1973-03-23,54,19441
1973,1973-03-24,59,19442
1973,1973-03-25,60,19443
1973,1973-03-26,51,19444
1973,1973-03-27,45,19445
1973,1973-03-28,39,19446
1973,1973-03-29,41,19447
1973,1973-03-30,44,19448
1973,1973-03-31,48,19449
1973,1973-04-01,46,19450
1973,1973-04-02,46,19451
1973,1973-04-03,43,19452
1973,1973-04-04,43,19453
1973,1973-04-05,48,19454
1973,1973-04-06,55,19455
1973,1973-04-07,62,19456
1973,1973-04-08,48,19457
1973,1973-04-09,52,19458
1973,1973-04-10,57,19459
1973,1973-04-11,41,19460
1973,1973-04-12,46,19461
1973,1973-04-13,46,19462
1973,1973-04-14,46,19463
1973,1973-04-15,57,19464
1973,1973-04-16,78,19465
1973,1973-04-17,70,19466
1973,1973-04-18,72,19467
1973,1973-04-19,71,19468
1973,1973-04-20,50,19469
1973,1973-04-21,64,19470
1973,1973-04-22,82,19471
1973,1973-04-23,82,19472
1973,1973-04-24,70,19473
1973,1973-04-25,62,19474
1973,1973-04-26,51,19475
1973,1973-04-27,48,19476
1973,1973-04-28,66,19477
1973,1973-04-29,51,19478
1973,1973-04-30,53,19479
1973,1973-05-01,57,19480
1973,1973-05-02,60,19481
1973,1973-05-03,77,19482
1973,1973-05-04,64,19483
1973,1973-05-05,55,19484
1973,1973-05-06,55,19485
1973,1973-05-07,54,19486
1973,1973-05-08,68,19487
1973,1973-05-09,57,19488
1973,1973-05-10,57,19489
1973,1973-05-11,60,19490
1973,1973-05-12,71,19491
1973,1973-05-13,66,19492
1973,1973-05-14,70,19493
1973,1973-05-15,55,19494
1973,1973-05-16,66,19495
1973,1973-05-17,59,19496
1973,1973-05-18,59,19497
1973,1973-05-19,64,19498
1973,1973-05-20,64,19499
1973,1973-05-21,64,19500
1973,1973-05-22,62,19501
1973,1973-05-23,70,19502
1973,1973-05-24,57,19503
1973,1973-05-25,52,19504
1973,1973-05-26,51,19505
1973,1973-05-27,57,19506
1973,1973-05-28,64,19507
1973,1973-05-29,86,19508
1973,1973-05-30,75,19509
1973,1973-05-31,79,19510
1973,1973-06-01,82,19511
1973,1973-06-02,71,19512
1973,1973-06-03,64,19513
1973,1973-06-04,78,19514
1973,1973-06-05,72,19515
1973,1973-06-06,66,19516
1973,1973-06-07,84,19517
1973,1973-06-08,88,19518
1973,1973-06-09,91,19519
1973,1973-06-10,86,19520
1973,1973-06-11,96,19521
1973,1973-06-12,95,19522
1973,1973-06-13,72,19523
1973,1973-06-14,81,19524
1973,1973-06-15,73,19525
1973,1973-06-16,66,19526
1973,1973-06-17,66,19527
1973,1973-06-18,68,19528
1973,1973-06-19,75,19529
1973,1973-06-20,79,19530
1973,1973-06-21,87,19531
1973,1973-06-22,82,19532
1973,1973-06-23,80,19533
1973,1973-06-24,75,19534
1973,1973-06-25,66,19535
1973,1973-06-26,71,19536
1973,1973-06-27,71,19537
1973,1973-06-28,82,19538
1973,1973-06-29,79,19539
1973,1973-06-30,77,19540
1973,1973-07-01,77,19541
1973,1973-07-02,88,19542
1973,1973-07-03,86,19543
1973,1973-07-04,82,19544
1973,1973-07-05,75,19545
1973,1973-07-06,86,19546
1973,1973-07-07,90,19547
1973,1973-07-08,95,19548
1973,1973-07-09,93,19549
1973,1973-07-10,77,19550
1973,1973-07-11,80,19551
1973,1973-07-12,73,19552
1973,1973-07-13,82,19553
1973,1973-07-14,93,19554
1973,1973-07-15,78,19555
1973,1973-07-16,75,19556
1973,1973-07-17,78,19557
1973,1973-07-18,75,19558
1973,1973-07-19,88,19559
1973,1973-07-20,88,19560
1973,1973-07-21,73,19561
1973,1973-07-22,77,19562
1973,1973-07-23,77,19563
1973,1973-07-24,84,19564
1973,1973-07-25,89,19565
1973,1973-07-26,75,19566
1973,1973-07-27,82,19567
1973,1973-07-28,89,19568
1973,1973-07-29,78,19569
1973,1973-07-30,77,19570
1973,1973-07-31,72,19571
1973,1973-08-01,75,19572
1973,1973-08-02,77,19573
1973,1973-08-03,82,19574
1973,1973-08-04,89,19575
1973,1973-08-05,89,19576
1973,1973-08-06,84,19577
1973,1973-08-07,91,19578
1973,1973-08-08,90,19579
1973,1973-08-09,93,19580
1973,1973-08-10,95,19581
1973,1973-08-11,89,19582
1973,1973-08-12,89,19583
1973,1973-08-13,84,19584
1973,1973-08-15,64,19586
1973,1973-08-16,68,19587
1973,1973-08-17,78,19588
1973,1973-08-18,79,19589
1973,1973-08-19,71,19590
1973,1973-08-20,73,19591
1973,1973-08-21,71,19592
1973,1973-08-22,66,19593
1973,1973-08-23,75,19594
1973,1973-08-24,75,19595
1973,1973-08-25,80,19596
1973,1973-08-26,86,19597
1973,1973-08-27,79,19598
1973,1973-08-28,93,19599
1973,1973-08-29,91,19600
1973,1973-08-30,97,19601
1973,1973-08-31,90,19602
1973,1973-09-01,88,19603
1973,1973-09-02,78,19604
1973,1973-09-03,90,19605
1973,1973-09-04,93,19606
1973,1973-09-05,70,19607
1973,1973-09-06,80,19608
1973,1973-09-07,75,19609
1973,1973-09-08,70,19610
1973,1973-09-09,66,19611
1973,1973-09-10,69,19612
1973,1973-09-11,80,19613
1973,1973-09-12,73,19614
1973,1973-09-13,73,19615
1973,1973-09-14,64,19616
1973,1973-09-15,68,19617
1973,1973-09-16,73,19618
1973,1973-09-17,60,19619
1973,1973-09-18,68,19620
1973,1973-09-19,61,19621
1973,1973-09-20,69,19622
1973,1973-09-21,61,19623
1973,1973-09-22,68,19624
1973,1973-09-23,75,19625
1973,1973-09-24,57,19626
1973,1973-09-25,60,19627
1973,1973-09-26,66,19628
1973,1973-09-27,75,19629
1973,1973-09-28,72,19630
1973,1973-09-29,75,19631
1973,1973-09-30,66,19632
1973,1973-10-01,62,19633
1973,1973-10-02,70,19634
1973,1973-10-03,64,19635
1973,1973-10-04,75,19636
1973,1973-10-05,71,19637
1973,1973-10-06,70,19638
1973,1973-10-07,66,19639
1973,1973-10-08,61,19640
1973,1973-10-09,63,19641
1973,1973-10-10,57,19642
1973,1973-10-11,55,19643
1973,1973-10-12,73,19644
1973,1973-10-13,77,19645
1973,1973-10-14,68,19646
1973,1973-10-15,70,19647
1973,1973-10-16,60,19648
1973,1973-10-17,57,19649
1973,1973-10-18,54,19650
1973,1973-10-19,54,19651
1973,1973-10-20,55,19652
1973,1973-10-21,57,19653
1973,1973-10-22,57,19654
1973,1973-10-23,73,19655
1973,1973-10-24,64,19656
1973,1973-10-25,55,19657
1973,1973-10-26,54,19658
1973,1973-10-27,63,19659
1973,1973-10-28,46,19660
1973,1973-10-29,54,19661
1973,1973-10-30,62,19662
1973,1973-10-31,62,19663
1973,1973-11-01,57,19664
1973,1973-11-02,63,19665
1973,1973-11-03,61,19666
1973,1973-11-04,52,19667
1973,1973-11-05,48,19668
1973,1973-11-06,42,19669
1973,1973-11-07,48,19670
1973,1973-11-08,50,19671
1973,1973-11-09,48,19672
1973,1973-11-10,39,19673
1973,1973-11-11,44,19674
1973,1973-11-12,46,19675
1973,1973-11-13,54,19676
1973,1973-11-14,71,19677
1973,1973-11-15,66,19678
1973,1973-11-16,55,19679
1973,1973-11-17,42,19680
1973,1973-11-18,51,19681
1973,1973-11-19,48,19682
1973,1973-11-20,42,19683
1973,1973-11-21,50,19684
1973,1973-11-22,53,19685
1973,1973-11-23,46,19686
1973,1973-11-24,50,19687
1973,1973-11-25,59,19688
1973,1973-11-26,44,19689
1973,1973-11-27,48,19690
1973,1973-11-28,62,19691
1973,1973-11-29,57,19692
1973,1973-11-30,46,19693
1973,1973-12-01,41,19694
1973,1973-12-02,37,19695
1973,1973-12-03,46,19696
1973,1973-12-04,57,19697
1973,1973-12-05,62,19698
1973,1973-12-06,63,19699
1973,1973-12-07,46,19700
1973,1973-12-08,41,19701
1973,1973-12-09,57,19702
1973,1973-12-10,51,19703
1973,1973-12-11,42,19704
1973,1973-12-12,41,19705
1973,1973-12-13,43,19706
1973,1973-12-14,54,19707
1973,1973-12-15,44,19708
1973,1973-12-16,34,19709
1973,1973-12-17,55,19710
1973,1973-12-18,37,19711
1973,1973-12-19,25,19712
1973,1973-12-20,53,19713
1973,1973-12-21,60,19714
1973,1973-12-22,32,19715
1973,1973-12-23,39,19716
1973,1973-12-24,32,19717
1973,1973-12-25,43,19718
1973,1973-12-26,60,19719
1973,1973-12-27,50,19720
1973,1973-12-28,48,19721
1973,1973-12-29,52,19722
1973,1973-12-30,51,19723
1973,1973-12-31,35,19724
1974,1974-01-01,43,19725
1974,1974-01-02,36,19726
1974,1974-01-03,32,19727
1974,1974-01-04,34,19728
1974,1974-01-05,30,19729
1974,1974-01-06,34,19730
1974,1974-01-07,36,19731
1974,1974-01-08,32,19732
1974,1974-01-09,21,19733
1974,1974-01-10,26,19734
1974,1974-01-11,30,19735
1974,1974-01-12,30,19736
1974,1974-01-13,19,19737
1974,1974-01-14,34,19738
1974,1974-01-15,37,19739
1974,1974-01-16,39,19740
1974,1974-01-17,16,19741
1974,1974-01-18,24,19742
1974,1974-01-19,42,19743
1974,1974-01-20,28,19744
1974,1974-01-21,44,19745
1974,1974-01-22,46,19746
1974,1974-01-23,55,19747
1974,1974-01-24,46,19748
1974,1974-01-25,48,19749
1974,1974-01-26,52,19750
1974,1974-01-27,63,19751
1974,1974-01-28,51,19752
1974,1974-01-29,48,19753
1974,1974-01-30,53,19754
1974,1974-01-31,55,19755
1974,1974-02-01,36,19756
1974,1974-02-02,26,19757
1974,1974-02-03,23,19758
1974,1974-02-04,24,19759
1974,1974-02-05,17,19760
1974,1974-02-06,33,19761
1974,1974-02-07,32,19762
1974,1974-02-08,28,19763
1974,1974-02-09,28,19764
1974,1974-02-10,27,19765
1974,1974-02-11,30,19766
1974,1974-02-12,32,19767
1974,1974-02-13,50,19768
1974,1974-02-14,44,19769
1974,1974-02-15,30,19770
1974,1974-02-16,30,19771
1974,1974-02-17,37,19772
1974,1974-02-18,33,19773
1974,1974-02-19,44,19774
1974,1974-02-20,48,19775
1974,1974-02-21,46,19776
1974,1974-02-22,57,19777
1974,1974-02-23,55,19778
1974,1974-02-24,39,19779
1974,1974-02-25,34,19780
1974,1974-02-26,37,19781
1974,1974-02-27,39,19782
1974,1974-02-28,53,19783
1974,1974-03-01,55,19784
1974,1974-03-02,42,19785
1974,1974-03-03,39,19786
1974,1974-03-04,70,19787
1974,1974-03-05,62,19788
1974,1974-03-06,60,19789
1974,1974-03-07,66,19790
1974,1974-03-08,55,19791
1974,1974-03-09,36,19792
1974,1974-03-10,43,19793
1974,1974-03-11,41,19794
1974,1974-03-12,36,19795
1974,1974-03-13,32,19796
1974,1974-03-14,45,19797
1974,1974-03-15,48,19798
1974,1974-03-16,52,19799
1974,1974-03-17,52,19800
1974,1974-03-18,42,19801
1974,1974-03-19,53,19802
1974,1974-03-20,46,19803
1974,1974-03-21,39,19804
1974,1974-03-22,42,19805
1974,1974-03-23,52,19806
1974,1974-03-24,55,19807
1974,1974-03-25,33,19808
1974,1974-03-26,43,19809
1974,1974-03-27,39,19810
1974,1974-03-28,39,19811
1974,1974-03-29,28,19812
1974,1974-03-30,39,19813
1974,1974-03-31,46,19814
1974,1974-04-01,55,19815
1974,1974-04-02,46,19816
1974,1974-04-03,73,19817
1974,1974-04-04,71,19818
1974,1974-04-05,68,19819
1974,1974-04-06,52,19820
1974,1974-04-07,57,19821
1974,1974-04-08,48,19822
1974,1974-04-09,39,19823
1974,1974-04-10,37,19824
1974,1974-04-11,59,19825
1974,1974-04-12,51,19826
1974,1974-04-13,46,19827
1974,1974-04-14,60,19828
1974,1974-04-15,63,19829
1974,1974-04-16,59,19830
1974,1974-04-17,64,19831
1974,1974-04-18,69,19832
1974,1974-04-19,48,19833
1974,1974-04-20,48,19834
1974,1974-04-21,75,19835
1974,1974-04-22,80,19836
1974,1974-05-16,81,19860
1974,1974-05-17,88,19861
1974,1974-05-18,73,19862
1974,1974-05-19,60,19863
1974,1974-05-20,57,19864
1974,1974-05-21,57,19865
1974,1974-05-22,69,19866
1974,1974-05-23,53,19867
1974,1974-05-24,53,19868
1974,1974-05-25,59,19869
1974,1974-05-26,50,19870
1974,1974-05-27,50,19871
1974,1974-05-28,62,19872
1974,1974-05-29,55,19873
1974,1974-05-30,55,19874
1974,1974-05-31,66,19875
1974,1974-06-01,70,19876
1974,1974-06-02,64,19877
1974,1974-06-03,61,19878
1974,1974-06-04,72,19879
1974,1974-06-05,84,19880
1974,1974-06-06,72,19881
1974,1974-06-07,57,19882
1974,1974-06-08,80,19883
1974,1974-06-09,90,19884
1974,1974-06-10,93,19885
1974,1974-06-11,72,19886
1974,1974-06-12,73,19887
1974,1974-06-13,71,19888
1974,1974-06-14,73,19889
1974,1974-06-15,68,19890
1974,1974-06-16,63,19891
1974,1974-06-17,78,19892
1974,1974-06-18,80,19893
1974,1974-06-19,81,19894
1974,1974-06-20,84,19895
1974,1974-06-21,80,19896
1974,1974-06-22,73,19897
1974,1974-06-23,66,19898
1974,1974-06-24,66,19899
1974,1974-06-25,61,19900
1974,1974-06-26,55,19901
1974,1974-06-27,64,19902
1974,1974-06-28,62,19903
1974,1974-06-29,73,19904
1974,1974-06-30,84,19905
1974,1974-07-01,82,19906
1974,1974-07-02,86,19907
1974,1974-07-03,84,19908
1974,1974-07-04,93,19909
1974,1974-07-05,68,19910
1974,1974-07-06,81,19911
1974,1974-07-07,89,19912
1974,1974-07-08,84,19913
1974,1974-07-09,93,19914
1974,1974-07-10,89,19915
1974,1974-07-11,75,19916
1974,1974-07-12,72,19917
1974,1974-07-13,84,19918
1974,1974-07-14,88,19919
1974,1974-07-15,88,19920
1974,1974-07-16,71,19921
1974,1974-07-17,80,19922
1974,1974-07-18,84,19923
1974,1974-07-19,84,19924
1974,1974-07-20,73,19925
1974,1974-07-21,79,19926
1974,1974-07-22,75,19927
1974,1974-07-23,77,19928
1974,1974-07-24,69,19929
1974,1974-07-25,69,19930
1974,1974-07-26,71,19931
1974,1974-07-27,71,19932
1974,1974-07-28,79,19933
1974,1974-07-29,75,19934
1974,1974-07-30,72,19935
1974,1974-07-31,86,19936
1974,1974-08-01,84,19937
1974,1974-08-02,84,19938
1974,1974-08-03,84,19939
1974,1974-08-04,88,19940
1974,1974-08-05,82,19941
1974,1974-08-06,75,19942
1974,1974-08-07,77,19943
1974,1974-08-08,87,19944
1974,1974-08-09,75,19945
1974,1974-08-10,70,19946
1974,1974-08-11,75,19947
1974,1974-08-12,80,19948
1974,1974-08-13,78,19949
1974,1974-08-14,90,19950
1974,1974-08-15,75,19951
1974,1974-08-16,81,19952
1974,1974-08-17,81,19953
1974,1974-08-18,77,19954
1974,1974-08-19,79,19955
1974,1974-08-20,75,19956
1974,1974-08-21,77,19957
1974,1974-08-22,78,19958
1974,1974-08-23,81,19959
1974,1974-08-24,88,19960
1974,1974-08-25,73,19961
1974,1974-08-26,71,19962
1974,1974-08-27,80,19963
1974,1974-08-28,84,19964
1974,1974-08-29,66,19965
1974,1974-08-30,68,19966
1974,1974-08-31,78,19967
1974,1974-09-01,80,19968
1974,1974-09-02,68,19969
1974,1974-09-03,63,19970
1974,1974-09-04,62,19971
1974,1974-09-05,66,19972
1974,1974-09-06,64,19973
1974,1974-09-07,63,19974
1974,1974-09-08,73,19975
1974,1974-09-09,80,19976
1974,1974-09-10,79,19977
1974,1974-09-11,75,19978
1974,1974-09-12,84,19979
1974,1974-09-13,86,19980
1974,1974-09-14,70,19981
1974,1974-09-15,66,19982
1974,1974-09-16,70,19983
1974,1974-09-17,73,19984
1974,1974-09-18,68,19985
1974,1974-09-19,68,19986
1974,1974-09-20,79,19987
1974,1974-09-21,72,19988
1974,1974-09-22,66,19989
1974,1974-09-23,60,19990
1974,1974-09-24,53,19991
1974,1974-09-25,55,19992
1974,1974-09-26,64,19993
1974,1974-09-27,78,19994
1974,1974-09-28,75,19995
1974,1974-09-29,75,19996
1974,1974-09-30,66,19997
1974,1974-10-01,57,19998
1974,1974-10-02,57,19999
1974,1974-10-03,51,20000
1974,1974-10-04,54,20001
1974,1974-10-05,69,20002
1974,1974-10-06,78,20003
1974,1974-10-07,73,20004
1974,1974-10-08,51,20005
1974,1974-10-09,52,20006
1974,1974-10-10,64,20007
1974,1974-10-11,53,20008
1974,1974-10-12,66,20009
1974,1974-10-13,59,20010
1974,1974-10-14,61,20011
1974,1974-10-15,73,20012
1974,1974-10-16,55,20013
1974,1974-10-17,55,20014
1974,1974-10-18,54,20015
1974,1974-10-19,45,20016
1974,1974-10-20,39,20017
1974,1974-10-21,42,20018
1974,1974-10-22,62,20019
1974,1974-10-23,66,20020
1974,1974-10-24,54,20021
1974,1974-10-25,60,20022
1974,1974-10-26,55,20023
1974,1974-10-27,54,20024
1974,1974-10-28,55,20025
1974,1974-10-29,68,20026
1974,1974-10-30,63,20027
1974,1974-10-31,70,20028
1974,1974-11-01,75,20029
1974,1974-11-02,60,20030
1974,1974-11-03,57,20031
1974,1974-11-04,69,20032
1974,1974-11-05,57,20033
1974,1974-11-06,55,20034
1974,1974-11-07,51,20035
1974,1974-11-08,51,20036
1974,1974-11-09,55,20037
1974,1974-11-10,52,20038
1974,1974-11-11,53,20039
1974,1974-11-12,55,20040
1974,1974-11-13,57,20041
1974,1974-11-14,59,20042
1974,1974-11-15,54,20043
1974,1974-11-16,48,20044
1974,1974-11-17,46,20045
1974,1974-11-18,55,20046
1974,1974-11-19,54,20047
1974,1974-11-20,54,20048
1974,1974-11-21,53,20049
1974,1974-11-22,39,20050
1974,1974-11-23,39,20051
1974,1974-11-24,54,20052
1974,1974-11-25,60,20053
1974,1974-11-26,34,20054
1974,1974-11-27,36,20055
1974,1974-11-28,39,20056
1974,1974-11-29,39,20057
1974,1974-11-30,36,20058
1974,1974-12-01,42,20059
1974,1974-12-02,50,20060
1974,1974-12-03,42,20061
1974,1974-12-04,36,20062
1974,1974-12-05,39,20063
1974,1974-12-06,42,20064
1974,1974-12-07,46,20065
1974,1974-12-08,57,20066
1974,1974-12-09,55,20067
1974,1974-12-10,37,20068
1974,1974-12-11,45,20069
1974,1974-12-12,48,20070
1974,1974-12-13,46,20071
1974,1974-12-14,42,20072
1974,1974-12-15,37,20073
1974,1974-12-16,43,20074
1974,1974-12-17,50,20075
1974,1974-12-18,42,20076
1974,1974-12-19,37,20077
1974,1974-12-20,45,20078
1974,1974-12-21,41,20079
1974,1974-12-22,41,20080
1974,1974-12-23,43,20081
1974,1974-12-24,45,20082
1974,1974-12-25,37,20083
1974,1974-12-26,28,20084
1974,1974-12-27,37,20085
1974,1974-12-28,43,20086
1974,1974-12-29,41,20087
1974,1974-12-30,46,20088
1974,1974-12-31,42,20089
1975,1975-01-01,39,20090
1975,1975-01-02,37,20091
1975,1975-01-03,36,20092
1975,1975-01-04,46,20093
1975,1975-01-05,36,20094
1975,1975-01-06,37,20095
1975,1975-01-07,42,20096
1975,1975-01-08,46,20097
1975,1975-01-09,41,20098
1975,1975-01-10,41,20099
1975,1975-01-11,62,20100
1975,1975-01-12,60,20101
1975,1975-01-13,39,20102
1975,1975-01-14,35,20103
1975,1975-01-15,28,20104
1975,1975-01-16,36,20105
1975,1975-01-17,30,20106
1975,1975-01-18,45,20107
1975,1975-01-19,48,20108
1975,1975-01-20,37,20109
1975,1975-01-21,28,20110
1975,1975-01-22,44,20111
1975,1975-01-23,33,20112
1975,1975-01-24,46,20113
1975,1975-01-25,43,20114
1975,1975-01-26,46,20115
1975,1975-01-27,35,20116
1975,1975-01-28,42,20117
1975,1975-01-29,53,20118
1975,1975-01-30,46,20119
1975,1975-01-31,30,20120
1975,1975-02-01,33,20121
1975,1975-02-02,32,20122
1975,1975-02-03,36,20123
1975,1975-02-04,24,20124
1975,1975-02-05,37,20125
1975,1975-02-06,37,20126
1975,1975-02-07,39,20127
1975,1975-02-08,33,20128
1975,1975-02-09,30,20129
1975,1975-02-10,24,20130
1975,1975-02-11,28,20131
1975,1975-02-12,25,20132
1975,1975-02-13,28,20133
1975,1975-02-14,35,20134
1975,1975-02-15,39,20135
1975,1975-02-16,41,20136
1975,1975-02-17,37,20137
1975,1975-02-18,41,20138
1975,1975-02-19,48,20139
1975,1975-02-20,43,20140
1975,1975-02-21,43,20141
1975,1975-02-22,54,20142
1975,1975-02-23,46,20143
1975,1975-02-24,44,20144
1975,1975-02-25,51,20145
1975,1975-02-26,46,20146
1975,1975-02-27,46,20147
1975,1975-02-28,43,20148
1975,1975-03-01,37,20149
1975,1975-03-02,34,20150
1975,1975-03-03,37,20151
1975,1975-03-04,39,20152
1975,1975-03-05,41,20153
1975,1975-03-06,45,20154
1975,1975-03-07,44,20155
1975,1975-03-08,46,20156
1975,1975-03-09,33,20157
1975,1975-03-10,35,20158
1975,1975-03-11,37,20159
1975,1975-03-12,41,20160
1975,1975-03-13,51,20161
1975,1975-03-14,36,20162
1975,1975-03-15,37,20163
1975,1975-03-16,52,20164
1975,1975-03-17,46,20165
1975,1975-03-18,46,20166
1975,1975-03-19,55,20167
1975,1975-03-20,54,20168
1975,1975-03-21,48,20169
1975,1975-03-22,39,20170
1975,1975-03-23,54,20171
1975,1975-03-24,46,20172
1975,1975-03-25,48,20173
1975,1975-03-26,45,20174
1975,1975-03-27,32,20175
1975,1975-03-28,46,20176
1975,1975-03-29,44,20177
1975,1975-03-30,46,20178
1975,1975-03-31,39,20179
1975,1975-04-01,43,20180
1975,1975-04-02,45,20181
1975,1975-04-03,51,20182
1975,1975-04-04,37,20183
1975,1975-04-05,37,20184
1975,1975-04-06,45,20185
1975,1975-04-07,48,20186
1975,1975-04-08,46,20187
1975,1975-04-09,45,20188
1975,1975-04-10,53,20189
1975,1975-04-11,46,20190
1975,1975-04-12,45,20191
1975,1975-04-13,48,20192
1975,1975-04-14,57,20193
1975,1975-04-15,48,20194
1975,1975-04-16,53,20195
1975,1975-04-17,59,20196
1975,1975-04-18,68,20197
1975,1975-04-19,68,20198
1975,1975-04-20,59,20199
1975,1975-04-21,51,20200
1975,1975-04-22,59,20201
1975,1975-04-23,59,20202
1975,1975-04-24,62,20203
1975,1975-04-25,55,20204
1975,1975-04-26,53,20205
1975,1975-04-27,52,20206
1975,1975-04-28,50,20207
1975,1975-04-29,48,20208
1975,1975-04-30,64,20209
1975,1975-05-01,57,20210
1975,1975-05-02,52,20211
1975,1975-05-03,62,20212
1975,1975-05-04,51,20213
1975,1975-05-05,53,20214
1975,1975-05-06,63,20215
1975,1975-05-07,55,20216
1975,1975-05-08,70,20217
1975,1975-05-09,57,20218
1975,1975-05-10,71,20219
1975,1975-05-11,73,20220
1975,1975-05-12,80,20221
1975,1975-05-13,69,20222
1975,1975-05-14,60,20223
1975,1975-05-15,75,20224
1975,1975-05-16,77,20225
1975,1975-05-17,66,20226
1975,1975-05-18,73,20227
1975,1975-05-19,75,20228
1975,1975-05-20,88,20229
1975,1975-05-21,87,20230
1975,1975-05-22,57,20231
1975,1975-05-23,82,20232
1975,1975-05-24,84,20233
1975,1975-05-25,57,20234
1975,1975-05-26,73,20235
1975,1975-05-27,71,20236
1975,1975-05-28,81,20237
1975,1975-05-29,82,20238
1975,1975-05-30,80,20239
1975,1975-05-31,82,20240
1975,1975-06-01,77,20241
1975,1975-06-02,81,20242
1975,1975-06-03,69,20243
1975,1975-06-04,66,20244
1975,1975-06-05,61,20245
1975,1975-06-06,57,20246
1975,1975-06-07,71,20247
1975,1975-06-08,57,20248
1975,1975-06-09,55,20249
1975,1975-06-10,79,20250
1975,1975-06-11,80,20251
1975,1975-06-12,66,20252
1975,1975-06-13,64,20253
1975,1975-06-14,69,20254
1975,1975-06-15,62,20255
1975,1975-06-16,79,20256
1975,1975-06-17,80,20257
1975,1975-06-18,84,20258
1975,1975-06-19,89,20259
1975,1975-06-20,78,20260
1975,1975-06-21,81,20261
1975,1975-06-22,87,20262
1975,1975-06-23,93,20263
1975,1975-06-24,93,20264
1975,1975-06-25,82,20265
1975,1975-06-26,73,20266
1975,1975-06-27,72,20267
1975,1975-06-28,79,20268
1975,1975-06-29,73,20269
1975,1975-06-30,69,20270
1975,1975-07-01,73,20271
1975,1975-07-02,78,20272
1975,1975-07-03,88,20273
1975,1975-07-04,82,20274
1975,1975-07-05,90,20275
1975,1975-07-06,75,20276
1975,1975-07-07,75,20277
1975,1975-07-08,80,20278
1975,1975-07-09,87,20279
1975,1975-07-10,77,20280
1975,1975-07-11,82,20281
1975,1975-07-12,72,20282
1975,1975-07-13,82,20283
1975,1975-07-14,84,20284
1975,1975-07-15,86,20285
1975,1975-07-16,88,20286
1975,1975-07-17,90,20287
1975,1975-07-18,91,20288
1975,1975-07-19,90,20289
1975,1975-07-20,84,20290
1975,1975-07-21,86,20291
1975,1975-07-22,84,20292
1975,1975-07-23,90,20293
1975,1975-07-24,91,20294
1975,1975-07-25,79,20295
1975,1975-07-26,79,20296
1975,1975-07-27,73,20297
1975,1975-07-28,87,20298
1975,1975-07-29,82,20299
1975,1975-07-30,89,20300
1975,1975-07-31,93,20301
1975,1975-08-01,98,20302
1975,1975-08-02,100,20303
1975,1975-08-03,90,20304
1975,1975-08-04,72,20305
1975,1975-08-05,79,20306
1975,1975-08-06,75,20307
1975,1975-08-07,64,20308
1975,1975-08-08,66,20309
1975,1975-08-09,84,20310
1975,1975-08-10,91,20311
1975,1975-08-11,84,20312
1975,1975-08-12,82,20313
1975,1975-08-13,81,20314
1975,1975-08-14,89,20315
1975,1975-08-15,82,20316
1975,1975-08-16,75,20317
1975,1975-08-17,73,20318
1975,1975-08-18,86,20319
1975,1975-08-19,77,20320
1975,1975-08-20,79,20321
1975,1975-08-21,81,20322
1975,1975-08-22,88,20323
1975,1975-08-23,78,20324
1975,1975-08-24,73,20325
1975,1975-08-25,71,20326
1975,1975-08-26,78,20327
1975,1975-08-27,86,20328
1975,1975-08-28,75,20329
1975,1975-08-29,72,20330
1975,1975-08-30,68,20331
1975,1975-08-31,66,20332
1975,1975-09-01,69,20333
1975,1975-09-02,73,20334
1975,1975-09-03,71,20335
1975,1975-09-04,79,20336
1975,1975-09-05,80,20337
