crack,age,siblings,income,educ,workhours,minority,female,evermarried
0,49,0,68.6,20,40,1,1,1
0,60,7,155.1399731,20,40,1,0,1
0,39,2,40.425,12,41,0,1,1
0,27,2,22.05,14,41,0,0,1
0,26,1,9.1875,15,41,0,0,1
0,36,0,68.6,18,41,0,0,1
0,50,8,11.6375,9,42,0,1,1
0,29,4,26.95,12,42,0,0,1
0,41,1,40.425,14,42,0,0,1
0,61,0,18.375,15,42,0,0,1
0,50,3,22.05,15,42,0,0,1
0,39,2,40.425,16,42,0,1,1
0,45,1,49,16,42,0,1,1
0,35,6,155.1399731,18,42,0,1,1
0,36,1,5.5125,14,42,1,1,1
0,55,3,22.05,18,42,1,0,1
0,31,4,22.05,12,43,0,1,1
0,50,4,40.425,12,43,0,0,1
0,42,3,40.425,15,43,0,0,1
0,40,1,49,16,43,0,0,1
0,43,4,33.075,12,44,0,0,1
0,35,6,18.375,14,44,0,1,1
0,47,2,26.95,14,44,0,1,1
0,37,4,15.925,16,44,0,1,1
0,39,2,68.6,16,44,0,0,1
0,46,8,22.05,12,44,1,0,1
0,24,4,15.925,12,45,0,0,1
0,62,2,22.05,12,45,0,0,1
0,60,3,33.075,12,45,0,0,1
0,54,1,40.425,12,45,0,0,1
0,47,3,40.425,12,45,0,0,1
0,51,4,40.425,12,45,0,0,1
0,55,4,26.95,13,45,0,0,1
0,46,8,33.075,13,45,0,0,1
0,55,2,40.425,13,45,0,1,1
0,42,6,10.4125,14,45,0,1,1
0,57,8,18.375,14,45,0,0,1
0,48,2,26.95,14,45,0,1,1
0,55,3,33.075,14,45,0,0,1
0,68,4,33.075,14,45,0,1,1
0,63,7,49,14,45,0,1,1
0,40,0,68.6,14,45,0,1,1
0,42,5,155.1399731,14,45,0,0,1
0,48,11,155.1399731,14,45,0,1,1
0,42,1,58.8,15,45,0,0,1
0,44,1,40.425,16,45,0,0,1
0,58,2,40.425,16,45,0,1,1
0,41,2,7.9625,17,45,0,0,1
0,32,2,58.8,17,45,0,0,1
0,30,2,155.1399731,17,45,0,0,1
0,51,4,155.1399731,17,45,0,0,1
0,38,0,49,18,45,0,1,1
0,39,0,155.1399731,18,45,0,1,1
0,51,3,18.375,19,45,0,1,1
0,28,2,26.95,19,45,0,1,1
0,53,2,155.1399731,19,45,0,0,1
0,55,4,155.1399731,20,45,0,0,1
0,38,7,0.245,0,45,1,0,1
0,55,5,18.375,5,45,1,0,1
0,50,6,33.075,17,45,1,0,1
0,61,3,18.375,11,46,0,1,1
0,47,1,18.375,12,46,0,0,1
0,43,7,22.05,12,46,0,1,1
0,62,0,26.95,12,46,0,0,1
0,52,2,33.075,12,46,0,1,1
0,24,2,155.1399731,12,46,0,1,1
0,64,1,22.05,13,46,0,1,1
0,59,2,40.425,13,46,0,0,1
0,30,2,9.1875,14,46,0,1,1
0,55,1,155.1399731,16,46,0,0,1
0,47,2,40.425,12,47,0,0,1
0,59,7,33.075,14,47,0,0,1
0,62,1,33.075,18,47,0,0,1
0,40,13,11.6375,6,48,0,1,1
0,45,3,33.075,11,48,0,0,1
0,56,3,26.95,12,48,0,0,1
0,37,1,40.425,12,48,0,0,1
0,27,4,33.075,14,48,0,1,1
0,30,2,15.925,16,48,0,0,1
0,47,1,49,16,48,0,0,1
0,32,1,68.6,16,48,0,0,1
0,49,2,49,17,48,0,1,1
0,61,2,49,17,48,0,1,1
0,39,7,9.1875,12,48,1,1,1
0,53,7,33.075,12,48,1,0,1
0,63,8,33.075,12,48,1,0,1
0,35,4,22.05,14,48,1,0,1
0,41,1,13.475,16,48,1,1,1
0,49,4,22.05,16,48,1,1,1
0,47,3,40.425,11,49,0,0,1
0,48,3,40.425,13,49,0,0,1
0,41,2,33.075,16,49,0,0,1
0,36,3,22.05,11,50,0,0,1
0,59,2,13.475,12,50,0,1,1
0,61,8,13.475,12,50,0,1,1
0,56,8,22.05,12,50,0,0,1
0,39,1,26.95,12,50,0,0,1
0,43,1,26.95,12,50,0,0,1
0,56,3,40.425,12,50,0,0,1
0,61,3,49,12,50,0,1,1
0,61,4,58.8,12,50,0,1,1
0,34,3,58.8,13,50,0,0,1
0,37,1,22.05,14,50,0,0,1
0,62,1,26.95,14,50,0,0,1
0,42,3,26.95,14,50,0,0,1
0,49,1,33.075,14,50,0,1,1
0,39,2,33.075,14,50,0,0,1
0,61,7,40.425,14,50,0,1,1
0,37,1,26.95,15,50,0,0,1
0,27,3,15.925,16,50,0,1,1
0,42,2,18.375,16,50,0,1,1
0,52,2,26.95,16,50,0,0,1
0,44,1,40.425,16,50,0,0,1
0,46,1,49,16,50,0,0,1
0,32,1,68.6,16,50,0,1,1
0,34,1,155.1399731,16,50,0,0,1
0,43,1,155.1399731,16,50,0,0,1
0,42,1,155.1399731,16,50,0,1,1
0,65,1,155.1399731,16,50,0,1,1
0,54,2,155.1399731,16,50,0,0,1
0,58,2,155.1399731,16,50,0,0,1
0,46,3,155.1399731,16,50,0,0,1
0,63,3,155.1399731,16,50,0,0,1
0,31,1,40.425,18,50,0,1,1
0,45,1,40.425,18,50,0,1,1
0,40,1,155.1399731,18,50,0,1,1
0,44,3,155.1399731,18,50,0,0,1
0,54,1,68.6,19,50,0,1,1
0,34,0,10.4125,20,50,0,1,1
0,46,2,40.425,20,50,0,1,1
0,43,1,155.1399731,20,50,0,0,1
0,47,2,155.1399731,20,50,0,0,1
0,38,3,22.05,9,50,1,0,1
0,45,4,7.9625,12,50,1,1,1
0,42,4,22.05,12,50,1,0,1
0,35,8,26.95,12,50,1,0,1
0,30,2,40.425,12,50,1,0,1
0,54,8,22.05,14,50,1,1,1
0,44,2,155.1399731,16,50,1,0,1
0,45,1,155.1399731,17,50,1,0,1
0,42,3,13.475,12,52,0,1,1
0,27,7,33.075,12,52,0,0,1
0,28,4,33.075,13,52,0,0,1
0,39,2,26.95,16,52,0,0,1
0,28,1,18.375,12,55,0,0,1
0,48,5,22.05,12,55,0,0,1
0,64,2,26.95,12,55,0,1,1
0,33,7,26.95,12,55,0,0,1
0,61,9,49,12,55,0,0,1
0,60,6,33.075,16,55,0,1,1
0,31,2,58.8,16,55,0,1,1
0,44,2,68.6,16,55,0,0,1
0,30,0,155.1399731,16,55,0,1,1
0,44,2,155.1399731,16,55,0,0,1
0,48,3,155.1399731,16,55,0,1,1
0,41,8,155.1399731,16,55,0,0,1
0,67,1,22.05,17,55,0,1,1
0,34,1,49,17,55,0,0,1
0,35,1,155.1399731,17,55,0,0,1
0,34,2,68.6,18,55,0,0,1
0,51,1,155.1399731,18,55,0,1,1
0,56,3,155.1399731,18,55,0,0,1
0,32,1,33.075,19,55,0,0,1
0,58,0,40.425,20,55,0,0,1
0,37,2,58.8,20,55,0,0,1
0,31,3,26.95,13,55,1,0,1
0,47,1,40.425,18,55,1,1,1
0,39,2,49,20,55,1,0,1
0,31,9,13.475,16,56,0,1,1
0,32,1,40.425,16,56,0,1,1
0,56,4,22.05,13,56,1,0,1
0,23,7,0.98,12,57,0,0,1
0,32,7,33.075,12,58,0,0,1
0,63,2,155.1399731,14,58,0,1,1
0,51,3,33.075,17,58,0,0,1
0,49,2,33.075,16,59,0,0,1
0,41,12,22.05,4,60,0,0,1
0,60,3,18.375,6,60,0,1,1
0,71,11,10.4125,11,60,0,0,1
0,51,4,22.05,11,60,0,1,1
0,45,3,13.475,12,60,0,0,1
0,36,5,26.95,12,60,0,0,1
0,48,1,33.075,12,60,0,0,1
0,65,7,33.075,12,60,0,1,1
0,32,1,68.6,12,60,0,1,1
0,52,1,5.5125,13,60,0,0,1
0,32,1,18.375,14,60,0,1,1
0,33,1,18.375,14,60,0,1,1
0,29,3,26.95,14,60,0,0,1
0,68,4,33.075,14,60,0,0,1
0,38,7,33.075,14,60,0,0,1
0,24,4,40.425,14,60,0,1,1
0,57,3,155.1399731,14,60,0,0,1
0,40,10,40.425,15,60,0,1,1
0,56,4,58.8,15,60,0,1,1
0,57,3,155.1399731,15,60,0,0,1
0,42,6,22.05,16,60,0,0,1
0,39,0,33.075,16,60,0,0,1
0,43,2,49,16,60,0,1,1
0,71,3,49,16,60,0,0,1
0,61,0,58.8,16,60,0,0,1
0,65,2,58.8,16,60,0,0,1
0,41,0,68.6,16,60,0,1,1
0,35,1,155.1399731,16,60,0,0,1
0,52,2,155.1399731,16,60,0,0,1
0,57,2,155.1399731,16,60,0,1,1
0,40,3,18.375,17,60,0,0,1
0,43,2,49,17,60,0,1,1
0,46,1,155.1399731,18,60,0,0,1
0,50,2,155.1399731,18,60,0,0,1
0,41,4,155.1399731,18,60,0,0,1
0,54,6,33.075,19,60,0,0,1
0,50,8,40.425,19,60,0,1,1
0,32,1,49,19,60,0,0,1
0,46,2,33.075,20,60,0,1,1
0,55,3,33.075,20,60,0,1,1
0,42,0,40.425,20,60,0,1,1
0,48,2,155.1399731,20,60,0,0,1
0,39,10,7.9625,6,60,1,0,1
0,33,8,33.075,12,60,1,0,1
0,42,1,58.8,12,60,1,0,1
0,38,1,15.925,14,60,1,1,1
0,43,3,49,15,60,1,1,1
0,51,20,13.475,17,60,1,0,1
0,47,3,155.1399731,20,60,1,1,1
0,62,6,22.05,14,62,0,1,1
0,22,3,13.475,12,62,1,0,1
0,35,3,40.425,10,64,0,0,1
0,45,2,40.425,12,64,1,0,1
0,31,6,1.715,12,65,0,1,1
0,39,5,33.075,12,65,0,0,1
0,52,3,6.7375,13,65,0,1,1
0,32,0,33.075,14,65,0,0,1
0,34,4,58.8,15,65,0,0,1
0,53,3,33.075,16,65,0,1,1
0,62,5,58.8,17,65,0,0,1
0,49,3,22.05,12,68,0,1,1
0,41,3,33.075,12,68,0,1,1
0,41,5,22.05,12,70,0,0,1
0,59,3,33.075,12,70,0,0,1
0,48,2,40.425,12,70,0,0,1
0,37,2,49,12,70,0,0,1
0,42,2,49,12,70,0,0,1
0,47,4,13.475,13,70,0,1,1
0,26,1,18.375,13,70,0,0,1
0,57,1,22.05,14,70,0,0,1
0,49,1,33.075,14,70,0,0,1
0,40,6,40.425,18,70,0,1,1
0,38,3,49,18,70,0,0,1
0,52,1,155.1399731,20,70,0,0,1
0,55,3,155.1399731,20,70,1,0,1
0,33,3,18.375,12,72,0,0,1
0,49,3,58.8,14,72,0,0,1
0,34,3,33.075,8,80,0,0,1
0,63,5,22.05,12,80,0,1,1
0,45,11,40.425,12,80,0,0,1
0,51,1,155.1399731,16,80,0,1,1
0,42,2,155.1399731,16,80,0,0,1
0,51,4,68.6,17,80,0,0,1
0,66,2,58.8,18,80,0,1,1
0,27,6,3.185,12,80,1,0,1
0,38,1,40.425,12,80,1,0,1
0,33,3,26.95,15,80,1,0,1
0,49,4,26.95,16,80,1,1,1
0,66,5,49,16,80,1,1,1
0,42,5,68.6,20,80,1,0,1
0,49,2,68.6,12,89,0,0,1
0,68,3,13.475,14,89,0,1,1
0,41,2,22.05,14,89,0,1,1
0,52,4,49,16,89,0,1,1
0,30,1,33.075,12,2,1,0,0
0,33,2,1.715,14,4,0,0,0
0,28,2,155.1399731,16,4,0,0,0
0,39,4,13.475,14,5,1,1,0
0,54,4,22.05,12,8,0,1,0
0,21,0,33.075,12,8,0,0,0
0,27,1,7.9625,16,8,0,0,0
0,31,2,26.95,9,9,0,0,0
0,29,4,26.95,9,9,0,0,0
0,54,10,13.475,10,9,0,1,0
0,41,3,11.6375,14,9,0,1,0
0,35,7,11.6375,14,9,0,1,0
0,45,3,7.9625,16,9,0,1,0
0,50,4,26.95,18,9,0,1,0
0,28,6,11.6375,11,9,1,1,0
0,37,1,15.925,14,9,1,1,0
0,64,3,4.41,8,11,0,0,0
0,21,1,7.9625,11,12,0,0,0
0,44,1,11.6375,14,12,0,1,0
0,39,6,22.05,10,12,1,0,0
0,21,3,0.98,14,15,0,1,0
0,22,1,155.1399731,16,15,0,0,0
0,27,1,5.5125,14,15,1,1,0
0,18,4,2.695,11,16,0,0,0
0,18,2,15.925,12,16,0,1,0
0,22,5,22.05,14,16,0,1,0
0,37,5,22.05,14,16,1,1,0
0,19,4,68.6,11,18,0,0,0
0,40,2,9.1875,20,18,0,0,0
0,27,6,18.375,13,18,1,1,0
0,23,4,3.675,10,20,0,0,0
0,20,3,26.95,10,20,0,0,0
0,30,7,10.4125,11,20,0,0,0
0,22,4,5.5125,12,20,0,1,0
0,24,1,11.6375,12,20,0,0,0
0,20,1,13.475,12,20,0,1,0
0,21,1,9.1875,13,20,0,1,0
0,41,5,40.425,13,20,0,0,0
0,22,1,4.41,14,20,0,0,0
0,21,1,58.8,14,20,0,1,0
0,30,3,15.925,15,20,0,0,0
0,22,2,22.05,15,20,0,1,0
0,24,1,40.425,16,20,0,0,0
0,25,8,26.95,13,20,1,1,0
